movie title,rating,worldwide total gross,release date,runtime (mins),production budget,domestic total gross
The Man Who Knew Too Little,PG,N/A,1997-11-14 00:00:00,90,20000000,13717039
Man with a Plan,Unrated,N/A,1996-05-31 00:00:00,90,100000,33402
The Man with the Iron Fists,R,19721245,2012-11-02 00:00:00,96,15000000,15634090
The Manchurian Candidate,R,96105964,2004-07-30 00:00:00,130,80000000,65955630
Manderlay,Unrated,674918,2006-01-27 00:00:00,139,14200000,78378
Maniac Cop,R,N/A,1988-05-13 00:00:00,85,1100000,671382
Mannequin Two: On the Move,PG,N/A,1991-05-17 00:00:00,95,13000000,3752428
Marci X,R,1675706,2003-08-22 00:00:00,73,20000000,1648818
Margaret,R,46495,2011-09-30 00:00:00,N/A,14000000,46495
Margin Call,R,19504039,2011-10-21 00:00:00,109,3500000,5354039
Marie Antoinette,PG-13,60917189,2006-10-20 00:00:00,118,40000000,15962471
Marmaduke,PG,83761844,2010-06-04 00:00:00,87,50000000,33644788
Married Life,PG-13,2888315,2008-03-07 00:00:00,90,12000000,1507990
The Marrying Man,R,N/A,1991-04-05 00:00:00,118,26000000,12454768
Mars Needs Moms,PG,38992758,2011-03-11 00:00:00,88,150000000,21392758
The Martian,PG-13,630161890,2015-10-02 00:00:00,141,108000000,228433663
Martin Lawrence Live: Runteldat,R,N/A,2002-08-02 00:00:00,100,3000000,19184820
Marvel's The Avengers,PG-13,1519557910,2012-05-04 00:00:00,142,220000000,623357910
Mary Shelley's Frankenstein,R,112006296,1994-11-04 00:00:00,123,45000000,22006296
The Mask,PG-13,351583407,1994-07-29 00:00:00,97,23000000,119938730
The Mask of Zorro,PG-13,250288523,1998-07-17 00:00:00,137,95000000,94095523
Master and Commander: The Far Side of the World,PG-13,212011111,2003-11-14 00:00:00,138,150000000,93927920
The Master of Disguise,PG,43411001,2002-08-02 00:00:00,80,16000000,40388794
The Matador,R,17306281,2005-12-30 00:00:00,96,12500000,12594698
Match Point,R,85306374,2005-12-28 00:00:00,124,15000000,23151529
Matilda,PG,N/A,1996-08-02 00:00:00,95,36000000,33459416
The Matrix,R,463517383,1999-03-31 00:00:00,136,63000000,171479930
The Matrix Reloaded,R,742128461,2003-05-15 00:00:00,138,150000000,281576461
The Matrix Revolutions,R,427343298,2003-11-05 00:00:00,135,150000000,139313948
Max (2015),PG,43967255,2015-06-26 00:00:00,111,20000000,42656255
Max Keeble's Big Move,PG,18634654,2001-10-05 00:00:00,86,25000000,17294293
Max Payne,PG-13,85416905,2008-10-17 00:00:00,100,35000000,40689393
The Maze Runner,PG-13,348319861,2014-09-19 00:00:00,113,34000000,102427862
Maze Runner: The Scorch Trials,PG-13,312325103,2015-09-18 00:00:00,131,61000000,81697192
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
Me and Earl and the Dying Girl,PG-13,9074749,2015-06-12 00:00:00,104,8000000,6758416
Me and Orson Welles,PG-13,2336172,2009-11-25 00:00:00,107,25000000,1190003
"Me, Myself and Irene",R,149270999,2000-06-23 00:00:00,116,51000000,90570999
Mean Girls,PG-13,129042871,2004-04-30 00:00:00,97,17000000,86058055
The Mechanic,R,62040498,2011-01-28 00:00:00,100,40000000,29121498
Medicine Man,PG-13,N/A,1992-02-07 00:00:00,105,40000000,45500797
Meek's Cutoff,PG,977772,2011-04-08 00:00:00,104,2000000,977772
Meet Dave,PG,50650079,2008-07-11 00:00:00,90,60000000,11803254
Meet Joe Black,PG-13,142940100,1998-11-13 00:00:00,181,90000000,44619100
Meet Me in St. Louis,Unrated,N/A,1944-11-28 00:00:00,113,1700000,N/A
Meet the Fockers,PG-13,516642939,2004-12-22 00:00:00,114,80000000,279261160
Meet the Parents,PG-13,330444045,2000-10-06 00:00:00,108,55000000,166244045
Megamind,PG,321885765,2010-11-05 00:00:00,96,130000000,148415853
Megiddo: The Omega Code II,PG-13,N/A,2001-09-21 00:00:00,104,22000000,6047691
Memento,R,39723096,2001-03-16 00:00:00,113,9000000,25544867
Memoirs of a Geisha,PG-13,162242962,2005-12-09 00:00:00,144,85000000,57490508
Men in Black,PG-13,589390539,1997-07-02 00:00:00,97,90000000,250690539
Men in Black II,PG-13,441818803,2002-07-03 00:00:00,88,140000000,190418803
Men of Honor,R,82343495,2000-11-10 00:00:00,129,32000000,48818921
The Men Who Stare at Goats,R,68968688,2009-11-06 00:00:00,90,25000000,32428195
Mercy Streets,PG-13,N/A,2000-10-31 00:00:00,106,600000,173599
Message in a Bottle,PG-13,118880016,1999-02-12 00:00:00,131,80000000,52880016
The Messenger,R,1521261,2009-11-13 00:00:00,105,6500000,1109660
The Messenger: The Story of Joan of Arc,R,66976317,1999-11-12 00:00:00,158,85000000,14276317
The Messengers,PG-13,55010659,2007-02-02 00:00:00,90,16000000,35374833
Metallica Through the Never,R,7972967,2013-09-27 00:00:00,93,18000000,3419967
Meteor,PG,N/A,1979-10-19 00:00:00,107,16000000,8400000
Metropolitan,PG-13,N/A,1990-08-03 00:00:00,98,230000,2938208
The Mexican,R,147845033,2001-03-02 00:00:00,123,57000000,66845033
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
Miami Vice,R,163794509,2006-07-28 00:00:00,146,135000000,63450470
MIB 3,PG-13,624026776,2012-05-25 00:00:00,106,225000000,179020854
Michael Collins,R,N/A,1996-10-11 00:00:00,133,25000000,11092559
Mickey,PG,N/A,2004-04-30 00:00:00,90,6000000,294758
Mickey Blue Eyes,PG-13,54264342,1999-08-20 00:00:00,102,75000000,33864342
Micmacs,R,16344333,2010-05-28 00:00:00,105,42000000,1262079
Middle Men,R,N/A,2010-08-06 00:00:00,105,20000000,754301
Middle of Nowhere (2012),R,N/A,2012-10-12 00:00:00,97,200000,236806
Midget Zombie Takeover,Unrated,N/A,2013-02-08 00:00:00,72,2000,10604
Midnight Express,R,N/A,1978-10-27 00:00:00,122,2300000,35000000
Midnight in Paris,PG-13,151119219,2011-05-20 00:00:00,88,17000000,56817045
Midnight in the Garden of Good & Evil,R,N/A,1997-11-21 00:00:00,155,35000000,25105255
A Midsummer Night's Dream,PG-13,N/A,1999-05-14 00:00:00,116,11000000,16071990
The Mighty Ducks,PG,N/A,1992-10-02 00:00:00,104,10000000,50752337
A Mighty Heart,R,18935657,2007-06-22 00:00:00,108,16000000,9176787
Mighty Joe Young,PG,N/A,1998-12-25 00:00:00,114,90000000,50632037
The Mighty Macs,G,N/A,2011-10-21 00:00:00,102,7000000,1891936
Milk,R,54586584,2008-11-26 00:00:00,128,20000000,31841299
Million Dollar Arm,PG,39227580,2014-05-16 00:00:00,124,25000000,36457627
Million Dollar Baby,PG-13,216763646,2004-12-15 00:00:00,137,30000000,100492203
A Million Ways to Die in the West,R,87189756,2014-05-30 00:00:00,116,40000000,43139300
Mimic,R,N/A,1997-08-22 00:00:00,105,30000000,25480490
Mini's First Time,R,102676,2006-07-14 00:00:00,91,6000000,49034
Minions,PG,1159398397,2015-07-10 00:00:00,91,74000000,336045770
Minority Report,PG-13,358372926,2002-06-21 00:00:00,144,102000000,132072926
Miracle at St. Anna,R,9323833,2008-09-26 00:00:00,166,45000000,7919117
Miracles from Heaven,PG,62373645,2016-03-16 00:00:00,109,13000000,57124564
Mirror Mirror,PG,183018522,2012-03-30 00:00:00,106,85000000,64935167
MirrorMask,PG,N/A,2005-09-30 00:00:00,101,4000000,866999
Miss Congeniality,PG-13,212742720,2000-12-22 00:00:00,109,45000000,106807667
Mission to Mars,PG,110983407,2000-03-10 00:00:00,113,100000000,60883407
Mission: Impossible,PG-13,457696359,1996-05-22 00:00:00,110,80000000,180981856
Mission: Impossible - Ghost Protocol,PG-13,694713380,2011-12-16 00:00:00,132,145000000,209397903
Mission: Impossible - Rogue Nation,PG-13,682330139,2015-07-31 00:00:00,130,150000000,195042377
Mission: Impossible II,PG-13,546388105,2000-05-24 00:00:00,123,125000000,215409889
Mission: Impossible III,PG-13,397850012,2006-05-05 00:00:00,126,150000000,134029801
The Mist,R,57293715,2007-11-21 00:00:00,127,18000000,25594957
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
The Mod Squad,R,N/A,1999-03-26 00:00:00,100,50000000,13263993
Mojin: The Lost Legend,Unrated,259368448,2015-12-18 00:00:00,127,37000000,1243810
Molly,PG-13,N/A,1999-10-22 00:00:00,102,21000000,17650
Moms' Night Out,PG,10429707,2014-05-09 00:00:00,98,5000000,10429707
Mona Lisa Smile,PG-13,141337989,2003-12-19 00:00:00,117,65000000,63860942
Moneyball,PG-13,110206216,2011-09-23 00:00:00,126,50000000,75605492
Mongol,R,26527510,2008-06-06 00:00:00,120,18000000,5705761
Monkeybone,PG-13,7622365,2001-02-23 00:00:00,88,75000000,5411999
Monster,R,60378584,2003-12-24 00:00:00,111,8000000,34469210
Monster House,PG,140175006,2006-07-21 00:00:00,91,75000000,73661010
Monster's Ball,R,44909486,2001-12-26 00:00:00,111,4000000,31273922
Monster-in-Law,PG-13,154749918,2005-05-13 00:00:00,95,43000000,82931301
Monsters,R,4242978,2010-10-29 00:00:00,92,500000,237301
Monsters Vs. Aliens,PG,381509870,2009-03-27 00:00:00,94,175000000,198351526
"Monsters, Inc.",G,562816256,2001-11-02 00:00:00,90,115000000,255873250
Monte Carlo,PG,39667665,2011-07-01 00:00:00,109,20000000,23186769
Monument Ave.,R,N/A,1998-09-25 00:00:00,93,11000000,333760
The Monuments Men,PG-13,154984035,2014-02-07 00:00:00,110,70000000,78031620
Moonlight Mile,PG-13,10011050,2002-09-27 00:00:00,111,21000000,6835856
Moonrise Kingdom,PG-13,68263166,2012-05-25 00:00:00,93,16000000,45512466
More American Graffiti,PG,N/A,1979-08-03 00:00:00,110,3000000,15014674
Morning Glory,PG-13,60040976,2010-11-10 00:00:00,102,40000000,31011732
The Mortal Instruments: City of Bones,PG-13,90565421,2013-08-21 00:00:00,120,60000000,31165421
Mortdecai,R,47275695,2015-01-23 00:00:00,106,60000000,7696134
A Most Violent Year,R,12007070,2014-12-31 00:00:00,125,20000000,5749134
The Mother,R,3039587,2004-05-28 00:00:00,112,2500000,1063163
Mother and Child,R,4980736,2010-05-07 00:00:00,125,7000000,1110509
The Mothman Prophecies,PG-13,55157539,2002-01-25 00:00:00,119,32000000,35746370
Moulin Rouge!,PG-13,179213434,2001-05-18 00:00:00,127,50000000,57386607
Mouse Hunt,PG,122417389,1997-12-19 00:00:00,97,38000000,61917389
Movie 43,R,32438988,2013-01-25 00:00:00,97,6000000,8840453
Mozart and the Whale,PG-13,84447,2006-04-14 00:00:00,93,12000000,36006
Mozart's Sister,Unrated,839654,2011-08-19 00:00:00,120,4500000,707885
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
Mr. & Mrs. Smith,PG-13,478207520,2005-06-10 00:00:00,115,110000000,186336279
Mr. Brooks,R,48121900,2007-06-01 00:00:00,120,20000000,28549298
Mr. Deeds,PG-13,171269535,2002-06-28 00:00:00,91,50000000,126293452
Mr. Deeds Goes to Town,Unrated,N/A,1936-04-12 00:00:00,115,800000,N/A
Mr. Magoo,PG,N/A,1997-12-25 00:00:00,88,30000000,21437192
Mr. Peabody & Sherman,PG,275698039,2014-03-07 00:00:00,90,145000000,111506430
Mr. Popper's Penguins,PG,187361754,2011-06-17 00:00:00,95,55000000,68224452
Mr. Smith Goes to Washington,Unrated,N/A,1939-10-19 00:00:00,129,1900000,N/A
Mrs. Doubtfire,PG-13,441286195,1993-11-24 00:00:00,125,25000000,219195243
