movie title,rating,worldwide total gross,release date,runtime (mins),production budget,domestic total gross
Return to the Blue Lagoon,PG-13,N/A,1991-08-02 00:00:00,98,11000000,2807854
Return with Honor - A Missionary Homecoming,PG,N/A,2007-09-14 00:00:00,105,300000,103601
The Revenant,R,520236955,2015-12-25 00:00:00,151,135000000,183246933
Revolution,PG,N/A,1985-12-25 00:00:00,125,28000000,358574
Revolutionary Road,R,75226021,2008-12-26 00:00:00,119,35000000,22911480
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
Richie Rich,PG,N/A,1994-12-21 00:00:00,94,40000000,38087756
Ricki and the Flash,PG-13,40450682,2015-08-07 00:00:00,101,18000000,26822144
Riddick,R,98337295,2013-09-06 00:00:00,119,38000000,42025135
Ride Along,PG-13,154468902,2014-01-17 00:00:00,100,25000000,134938200
Ride Along 2,PG-13,122623465,2016-01-15 00:00:00,101,40000000,90862685
Ride with the Devil,R,N/A,1999-11-26 00:00:00,138,38000000,635096
Righteous Kill,R,78460699,2008-09-12 00:00:00,101,60000000,40081410
The Ring,PG-13,249348933,2002-10-18 00:00:00,109,48000000,129128133
Ringmaster,R,N/A,1998-11-27 00:00:00,90,20000000,9257103
Rio,G,484635760,2011-04-15 00:00:00,96,90000000,143619809
Rio 2,G,500101972,2014-04-11 00:00:00,101,103000000,131538435
The Rise and Fall of Miss Thang,Unrated,N/A,2008-08-14 00:00:00,90,10000,581
Rise of the Guardians,PG,306941670,2012-11-21 00:00:00,97,145000000,103412758
Rise of the Planet of the Apes,PG-13,481801049,2011-08-05 00:00:00,110,93000000,176760185
Risen,PG-13,44556416,2016-02-19 00:00:00,107,20000000,36732506
Risky Business,R,N/A,1983-08-05 00:00:00,99,6200000,63541777
The Rite,PG-13,96047633,2011-01-28 00:00:00,112,37000000,33047633
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
The Road,R,27635305,2009-11-25 00:00:00,119,25000000,8117000
The Road to El Dorado,PG,76432727,2000-03-31 00:00:00,99,95000000,50863742
Road to Perdition,R,181001478,2002-07-12 00:00:00,119,80000000,104454762
Road Trip,R,119754278,2000-05-19 00:00:00,94,16000000,68540777
The Robe,Unrated,N/A,1953-09-16 00:00:00,135,5000000,36000000
Robin Hood,PG-13,321669741,2010-05-14 00:00:00,148,200000000,105269730
Robin Hood: Prince of Thieves,PG-13,390493908,1991-06-14 00:00:00,143,48000000,165493908
Robocop,R,N/A,1987-07-17 00:00:00,103,13000000,53424681
RoboCop (2014),PG-13,242688965,2014-02-12 00:00:00,108,100000000,58607007
Robocop 3,PG-13,N/A,1993-11-05 00:00:00,105,22000000,10696210
Robots,PG,260718330,2005-03-11 00:00:00,90,75000000,128200012
The Rock,R,335062621,1996-06-07 00:00:00,136,75000000,134069511
Rock of Ages,PG-13,59418613,2012-06-15 00:00:00,123,75000000,38518613
Rock Star,R,19334145,2001-09-07 00:00:00,105,57000000,17008282
The Rocker,PG-13,8767338,2008-08-20 00:00:00,102,15000000,6409528
Rocket Science,R,759676,2007-08-10 00:00:00,98,6000000,714943
The Rocketeer,PG,N/A,1991-06-21 00:00:00,108,35000000,46704056
Rocky Balboa,PG,155721132,2006-12-20 00:00:00,102,24000000,70270943
Roger and Me,R,7706368,1989-12-22 00:00:00,91,160000,6706368
Role Models,R,92380927,2008-11-07 00:00:00,95,28000000,67294270
Rollerball,PG-13,25852764,2002-02-08 00:00:00,97,70000000,18990798
Romeo Must Die,R,91036760,2000-03-22 00:00:00,115,25000000,55973336
The Rookie,G,80693537,2002-03-29 00:00:00,129,22000000,75600072
A Room with a View,Unrated,N/A,1986-03-07 00:00:00,117,3000000,20966644
The Roommate,PG-13,40492759,2011-02-04 00:00:00,93,16000000,37300107
The Rover,R,3212516,2014-06-13 00:00:00,102,12000000,1114423
Royal Kill,PG-13,N/A,2009-04-10 00:00:00,90,350000,50090
The Royal Tenenbaums,R,71441250,2001-12-14 00:00:00,109,21000000,52364010
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
Rugrats Go Wild,PG,55405066,2003-06-13 00:00:00,81,25000000,39402572
Rugrats in Paris: The Movie,G,103291131,2000-11-17 00:00:00,78,30000000,76507756
The Rugrats Movie,G,140894675,1998-11-20 00:00:00,81,24000000,100494675
The Rules of Attraction,R,11819244,2002-10-11 00:00:00,110,4000000,6532619
Rules of Engagement,R,71732303,2000-04-07 00:00:00,127,60000000,61335230
The Rum Diary,R,23947544,2011-10-28 00:00:00,120,45000000,13109815
Rumble Fish,R,N/A,1983-10-08 00:00:00,94,10000000,2494480
Rumble in the Bronx,R,N/A,1996-02-23 00:00:00,91,7500000,32392047
Run,R,N/A,1991-02-01 00:00:00,89,16000000,4409328
Run All Night,R,71661644,2015-03-13 00:00:00,114,50000000,26461644
Run Fat Boy Run,PG-13,33463522,2008-03-28 00:00:00,100,10000000,6003262
Runaway Bride,PG,309457509,1999-07-30 00:00:00,116,70000000,152257509
Runaway Jury,PG-13,80154140,2003-10-17 00:00:00,123,60000000,49443628
The Runaways,R,4681651,2010-03-19 00:00:00,109,10000000,3573673
The Rundown,PG-13,80916492,2003-09-26 00:00:00,104,85000000,47726342
Runner Runner,R,62675095,2013-10-04 00:00:00,91,30000000,19316646
Running Brave,PG,N/A,1983-11-04 00:00:00,106,8000000,3000000
The Running Man,R,N/A,1987-11-13 00:00:00,101,27000000,38122105
Running Scared,R,9380029,2006-02-24 00:00:00,110,15000000,6855137
Rush (2013),R,90247624,2013-09-20 00:00:00,123,38000000,26947624
Rush Hour,PG-13,244386864,1998-09-18 00:00:00,97,33000000,141186864
Rush Hour 2,PG-13,347325802,2001-08-03 00:00:00,90,90000000,226164286
Rush Hour 3,PG-13,258022233,2007-08-10 00:00:00,90,140000000,140125968
Rushmore,R,17105219,1998-12-11 00:00:00,90,9000000,17105219
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
RV,PG,87528173,2006-04-28 00:00:00,98,50000000,71726025
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
S.W.A.T.,PG-13,207725639,2003-08-08 00:00:00,111,80000000,116934650
Sabrina,PG,N/A,1995-12-15 00:00:00,127,58000000,53672080
Safe Haven,PG-13,97594140,2013-02-14 00:00:00,115,28000000,71349120
Safe House,R,208076205,2012-02-10 00:00:00,117,85000000,126373434
Safe Men,R,N/A,1998-08-07 00:00:00,88,1000000,45724
Sahara,PG-13,119269486,2005-04-08 00:00:00,124,130000000,68671925
Sahara (1984),PG,N/A,1984-03-02 00:00:00,111,25000000,1402962
Saints and Soldiers,PG-13,1310470,2004-08-06 00:00:00,90,780000,1310470
Salt,PG-13,293503354,2010-07-23 00:00:00,99,110000000,118311368
Salvador,R,N/A,1986-03-05 00:00:00,123,4500000,1500000
Salvation Boulevard,R,N/A,2011-07-15 00:00:00,96,5500000,28468
San Andreas,PG-13,473790832,2015-05-29 00:00:00,114,110000000,155190832
Sanctum,R,108609310,2011-02-04 00:00:00,103,30000000,23209310
Santa Claus: The Movie,PG,N/A,1985-11-27 00:00:00,108,50000000,23717291
The Santa Clause,PG,189833357,1994-11-11 00:00:00,97,22000000,144833357
The Santa Clause 2,G,172855065,2002-11-01 00:00:00,105,65000000,139236327
Savages (2012),R,82966152,2012-07-06 00:00:00,130,45000000,47382068
Saved!,PG-13,10156933,2004-05-28 00:00:00,93,5000000,8940582
Saving Grace,R,26330482,2000-08-04 00:00:00,93,10000000,12178602
Saving Mr. Banks,PG-13,117867984,2013-12-13 00:00:00,120,35000000,83301580
Saving Private Ryan,R,481840909,1998-07-24 00:00:00,170,70000000,216540909
Saving Silverman,PG-13,26086706,2001-02-09 00:00:00,92,22000000,19402030
Savior,R,N/A,1998-11-20 00:00:00,104,10000000,14328
Saw,R,103911669,2004-10-29 00:00:00,100,1200000,55185045
Saw 3D,R,136150434,2010-10-29 00:00:00,91,20000000,45710178
Saw II,R,147748505,2005-10-28 00:00:00,91,4000000,87039965
Saw III,R,164874275,2006-10-27 00:00:00,107,10000000,80238724
Saw V,R,113864059,2008-10-24 00:00:00,88,10800000,56746769
Saw VI,R,68233629,2009-10-23 00:00:00,120,11000000,27693292
Say It Isn't So,R,12320393,2001-03-23 00:00:00,110,25000000,5520393
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
The Scarlet Letter,R,N/A,1995-10-13 00:00:00,135,46000000,10382407
Scary Movie,R,278019771,2000-07-07 00:00:00,88,19000000,157019771
Scary Movie 2,R,141220678,2001-07-04 00:00:00,83,45000000,71308997
Scary Movie 3,PG-13,220673217,2003-10-24 00:00:00,90,48000000,110003217
Scary Movie 4,PG-13,178262620,2006-04-14 00:00:00,83,45000000,90710620
Scary Movie 5,PG-13,78378744,2013-04-12 00:00:00,85,20000000,32015787
Scenes From a Mall,R,N/A,1991-02-22 00:00:00,87,3000000,9563393
Schindler's List,R,321306305,1993-12-15 00:00:00,194,22000000,96065768
School for Scoundrels,PG-13,23947685,2006-09-29 00:00:00,100,35000000,17807569
School of Rock,PG-13,131282949,2003-10-03 00:00:00,110,35000000,81261177
Scooby-Doo,PG,275650703,2002-06-14 00:00:00,86,84000000,153294164
Scorched,PG-13,8000,2003-08-01 00:00:00,91,7000000,8000
The Score,R,113579918,2001-07-13 00:00:00,123,68000000,71107711
The Scorpion King,PG-13,165333180,2002-04-19 00:00:00,92,60000000,91047077
Scott Pilgrim vs. the World,PG-13,47664559,2010-08-13 00:00:00,113,60000000,31524275
Scouts Guide to the Zombie Apocalypse,R,14860766,2015-10-30 00:00:00,93,15000000,3703046
Scream,R,173046663,1996-12-20 00:00:00,110,14000000,103046663
Scream 2,R,172363301,1997-12-12 00:00:00,120,24000000,101363301
Scream 3,R,161834276,2000-02-04 00:00:00,117,40000000,89143175
Scream 4,R,97138686,2011-04-15 00:00:00,103,40000000,38180928
Screwballs,R,N/A,1983-04-01 00:00:00,80,800000,2082215
Screwed,PG-13,7201701,2000-05-12 00:00:00,82,10000000,7027345
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
The Sea Beast,Unrated,N/A,1926-01-15 00:00:00,N/A,503000,814000
Sea Rex 3D: Journey to a Prehistoric World,Unrated,16004150,2010-05-28 00:00:00,N/A,5000000,6096582
Seabiscuit,PG-13,148336445,2003-07-25 00:00:00,129,87000000,120277854
Search and Destroy,R,N/A,1995-04-28 00:00:00,90,4000000,389503
The Searchers,Unrated,N/A,1956-05-13 00:00:00,119,3750000,N/A
Season of the Witch,PG-13,91627228,2011-01-07 00:00:00,98,40000000,24827228
The Second Best Exotic Marigold Hotel,PG,85978266,2015-03-06 00:00:00,122,10000000,33078266
Secondhand Lions,PG,47902566,2003-09-19 00:00:00,107,30000000,42070939
The Secret in their Eyes (2015),PG-13,32189727,2015-11-20 00:00:00,111,19500000,20180155
The Secret Life of Bees,PG-13,39947322,2008-10-17 00:00:00,110,11000000,37770162
The Secret Life of Pets,PG,N/A,2016-07-08 00:00:00,N/A,75000000,N/A
The Secret Life of Walter Mitty,PG,188133322,2013-12-25 00:00:00,114,90000000,58236838
The Secret of Kells,Unrated,739454,2010-03-05 00:00:00,75,8000000,676775
Secret Window,PG-13,92913171,2004-03-12 00:00:00,106,40000000,48022900
Secretariat,PG,60251371,2010-10-08 00:00:00,116,35000000,59713955
Secrets & Lies,R,N/A,1996-09-28 00:00:00,136,4500000,13417292
See No Evil,R,18564467,2006-05-19 00:00:00,84,8000000,15032800
See Spot Run,PG,43057552,2001-03-02 00:00:00,94,35000000,33357476
Seed of Chucky,R,24829644,2004-11-12 00:00:00,87,12000000,17083732
Seeking a Friend for the End of the World,R,9636289,2012-06-22 00:00:00,94,10000000,7078738
Self/Less,PG-13,30523226,2015-07-10 00:00:00,117,26000000,12279691
Selma,PG-13,66787908,2014-12-25 00:00:00,127,20000000,52076908
September Dawn,R,N/A,2007-08-24 00:00:00,110,11000000,1066555
Serenity,PG-13,38869464,2005-09-30 00:00:00,119,39000000,25514517
Sergeant York,Unrated,N/A,1941-07-02 00:00:00,134,1400000,16361885
Serial Mom,R,N/A,1994-04-13 00:00:00,93,13000000,7820688
Serving Sara,PG-13,20146150,2002-08-23 00:00:00,100,29000000,16930185
Set It Off,R,41590886,1996-11-08 00:00:00,123,9000000,36461139
Seven,R,327311859,1995-09-22 00:00:00,127,33000000,100125643
Seven Pounds,PG-13,168168201,2008-12-19 00:00:00,118,55000000,69951824
Seven Psychopaths,R,19422261,2012-10-12 00:00:00,109,15000000,15024049
Seventh Son,PG-13,114178613,2015-02-06 00:00:00,102,95000000,17223265
Sex and the City,R,415253641,2008-05-30 00:00:00,135,65000000,152647258
Sex and the City 2,R,288347692,2010-05-27 00:00:00,147,100000000,95347692
Sex and Zen 3D: Extreme Ecstasy,Unrated,6369363,2011-08-12 00:00:00,129,3500000,153215
Sex Drive,R,18755936,2008-10-17 00:00:00,109,19000000,8402485
Sex Tape,R,126069509,2014-07-18 00:00:00,94,40000000,38543473
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
Sgt. Pepper's Lonely Hearts Club Band,PG,N/A,1978-07-21 00:00:00,113,18000000,20378470
Shade,R,25032,2004-04-09 00:00:00,95,10000000,25032
Shadowlands,PG,N/A,1993-12-31 00:00:00,130,22000000,25842377
Shadows and Fog,PG-13,N/A,1992-03-20 00:00:00,85,14000000,2735731
Shaft,R,107196498,2000-06-16 00:00:00,127,46000000,70334258
Shakes the Clown,R,N/A,1992-03-13 00:00:00,87,1400000,115103
Shakespeare in Love,R,289317794,1998-12-11 00:00:00,123,25000000,100317794
Shall We Dance,PG-13,170128460,2004-10-15 00:00:00,95,50000000,57890460
