movie title,rating,worldwide total gross,release date,runtime (mins),production budget,domestic total gross
Conviction,R,9710055,2010-10-15 00:00:00,107,12500000,6783129
Cookie's Fortune,PG-13,N/A,1999-04-02 00:00:00,118,10000000,10920544
Cool as Ice,PG,N/A,1991-10-18 00:00:00,100,6000000,1193062
Cool Runnings,PG,154856263,1993-10-01 00:00:00,98,14000000,68856263
Cop Land,R,N/A,1997-08-15 00:00:00,105,15000000,44862187
Cop Out,R,55583804,2010-02-26 00:00:00,110,30000000,44875481
Coraline,PG,124596398,2009-02-06 00:00:00,100,60000000,75286229
The Core,PG-13,73498611,2003-03-28 00:00:00,136,60000000,31186896
The Corruptor,R,24493601,1999-03-12 00:00:00,100,25000000,15164492
The Cotton Club,R,N/A,1984-12-14 00:00:00,127,58000000,25928721
The Counselor,R,71009334,2013-10-25 00:00:00,117,25000000,16973715
The Count of Monte Cristo,PG-13,75395048,2002-01-25 00:00:00,131,35000000,54234062
The Country Bears,G,18012097,2002-07-26 00:00:00,88,35000000,16990825
Country Strong,PG-13,20529194,2010-12-22 00:00:00,112,15000000,20218921
Couples Retreat,PG-13,171844840,2009-10-09 00:00:00,107,70000000,109204945
Courageous,PG-13,34522221,2011-09-30 00:00:00,130,2000000,34522221
Cowboys & Aliens,PG-13,174822325,2011-07-29 00:00:00,118,163000000,100240551
Coyote Ugly,PG-13,113916474,2000-08-04 00:00:00,101,45000000,60786269
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
Cradle 2 the Grave,R,56489558,2003-02-28 00:00:00,100,25000000,34712347
Cradle Will Rock,R,2903404,1999-12-10 00:00:00,109,36000000,2903404
Crank,R,42931041,2006-09-01 00:00:00,83,12000000,27838408
Crash,R,98410061,2005-05-06 00:00:00,100,6500000,54580300
The Crazies,R,54806823,2010-02-26 00:00:00,101,20000000,39123589
Crazy as Hell,R,N/A,2002-09-27 00:00:00,113,1800000,21679
Crazy Heart,R,47405566,2009-12-16 00:00:00,111,7000000,39464306
"Crazy, Stupid, Love.",PG-13,142851197,2011-07-29 00:00:00,107,50000000,84351197
crazy/beautiful,PG-13,19937988,2001-06-29 00:00:00,95,13000000,16937988
Creed,PG-13,173567581,2015-11-25 00:00:00,133,35000000,109767581
The Crew,PG-13,13105853,2000-08-25 00:00:00,88,38000000,13023075
Crimson Peak,R,74679822,2015-10-16 00:00:00,119,55000000,31090320
Critical Care,R,N/A,1997-10-31 00:00:00,107,12000000,221193
The Crocodile Hunter: Collision Course,PG,33082548,2002-07-12 00:00:00,90,12000000,28442574
The Croods,PG,587204668,2013-03-22 00:00:00,98,135000000,187168425
Crossover,PG-13,N/A,2006-09-01 00:00:00,95,5800000,7009668
Crossroads,PG-13,61141030,2002-02-15 00:00:00,93,12000000,37191304
"Crouching Tiger, Hidden Dragon",PG-13,213525736,2000-12-08 00:00:00,120,17000000,128078872
Cruel Intentions,R,75902208,1999-03-05 00:00:00,97,10500000,38328567
Crush,R,3695710,2002-04-05 00:00:00,112,6000000,1084935
Cry Wolf,PG-13,15585495,2005-09-16 00:00:00,90,1000000,10047674
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
Curdled,R,N/A,1996-09-27 00:00:00,88,2300000,49620
The Curious Case of Benjamin Button,PG-13,333932083,2008-12-25 00:00:00,168,150000000,127509326
Curious George,G,69834815,2006-02-10 00:00:00,86,50000000,58360760
The Curse of the Jade Scorpion,PG-13,18914307,2001-08-24 00:00:00,102,33000000,7517191
Cursed,PG-13,29621722,2005-02-25 00:00:00,96,38000000,19297522
Cutthroat Island,PG-13,N/A,1995-12-22 00:00:00,123,98000000,10017322
Cyrus,R,9923855,2010-06-18 00:00:00,92,7000000,7468936
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
The Da Vinci Code,PG-13,758239851,2006-05-19 00:00:00,149,125000000,217536138
Daddy Day Care,PG,164433867,2003-05-09 00:00:00,92,60000000,104297061
Dahmer,R,N/A,2002-06-21 00:00:00,102,250000,144008
Dallas Buyers Club,R,55198285,2013-11-01 00:00:00,117,5000000,27298285
Dance Flick,PG-13,31439140,2009-05-22 00:00:00,83,25000000,25662155
Dances with Wolves,PG-13,424208848,1990-11-09 00:00:00,183,22000000,184208848
Danny Collins,R,5637066,2015-03-20 00:00:00,106,10000000,5637066
Dante's Peak,PG-13,178127760,1997-02-07 00:00:00,109,116000000,67127760
Daredevil,PG-13,179179718,2003-02-14 00:00:00,97,78000000,102543518
The Darjeeling Limited,R,35078918,2007-09-29 00:00:00,91,16000000,11902715
Dark Blue,R,12150301,2003-02-21 00:00:00,113,15000000,9250301
The Dark Knight,PG-13,1004558444,2008-07-18 00:00:00,150,185000000,533345358
The Dark Knight Rises,PG-13,1084939099,2012-07-20 00:00:00,165,250000000,448139099
Dark Shadows,PG-13,245527149,2012-05-11 00:00:00,113,150000000,79727149
Dark Skies,PG-13,26421747,2013-02-22 00:00:00,97,3500000,17418667
The Darkest Hour,PG-13,64626786,2011-12-25 00:00:00,89,30000000,21443494
Darkness,PG-13,34409206,2004-12-25 00:00:00,102,10600000,22163442
Darkness Falls,PG-13,47488536,2003-01-24 00:00:00,85,11000000,32551396
Date Movie,PG-13,84795656,2006-02-17 00:00:00,80,20000000,48548426
Date Night,PG-13,152263880,2010-04-09 00:00:00,88,55000000,98711404
Dave Chappelle's Block Party,R,12051924,2006-03-03 00:00:00,103,3000000,11718595
Dawn of the Dead,R,102356381,2004-03-19 00:00:00,98,26000000,59020957
Dawn of the Planet of the Apes,PG-13,710644566,2014-07-11 00:00:00,130,170000000,208545589
The Day After Tomorrow,PG-13,544272402,2004-05-28 00:00:00,124,125000000,186740799
Day of the Dead,Unrated,N/A,1985-07-19 00:00:00,102,3500000,5000000
The Day the Earth Stood Still (2008),PG-13,233093859,2008-12-12 00:00:00,110,80000000,79366978
Daybreakers,R,51416464,2010-01-08 00:00:00,98,20000000,30101577
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
De-Lovely,PG-13,18611951,2004-07-02 00:00:00,125,15000000,13456633
Dea,R,N/A,N/A,N/A,15000000,N/A
Dead Silence,R,22217407,2007-03-16 00:00:00,90,20000000,16809076
Deadpool,R,758691328,2016-02-12 00:00:00,106,58000000,360173154
Dear John,PG-13,114977104,2010-02-05 00:00:00,108,25000000,80014842
Death and the Maiden,R,N/A,1994-12-23 00:00:00,103,12000000,3103716
Death at a Funeral (2007),R,46789413,2007-08-17 00:00:00,90,9000000,8580428
Death at a Funeral (2010),R,49050886,2010-04-16 00:00:00,90,21000000,42739347
Death Becomes Her,PG-13,149022650,1992-07-31 00:00:00,103,55000000,58422650
Death of a President,R,869352,2006-10-27 00:00:00,90,2000000,519086
Death Race,R,75677515,2008-08-22 00:00:00,89,45000000,36316032
Death to Smoochy,R,8382938,2002-03-29 00:00:00,109,50000000,8364691
The Debt,R,45636368,2011-08-31 00:00:00,113,20000000,31177548
The Decline of Western Civilization Part II: The Metal Years,R,N/A,1988-06-03 00:00:00,93,500000,373743
Deconstructing Harry,R,N/A,1997-12-12 00:00:00,93,20000000,10686841
Deep Blue Sea,R,164648142,1999-07-30 00:00:00,105,60000000,73648142
The Deep End,R,10031529,2001-08-10 00:00:00,101,3000000,8823109
The Deep End of the Ocean,PG-13,28121100,1999-03-12 00:00:00,109,38000000,13898649
The Deer Hunter,R,N/A,1978-12-08 00:00:00,183,15000000,48979328
Defendor,R,N/A,2010-02-19 00:00:00,95,3500000,44462
Defiance,R,51155219,2008-12-31 00:00:00,137,32000000,28644813
Deja Vu,PG-13,180557550,2006-11-22 00:00:00,128,75000000,64038616
Delgo,PG,N/A,2008-12-12 00:00:00,90,40000000,694782
The Delicate Art of Parking,Unrated,N/A,2004-04-02 00:00:00,87,944149,213008
Delirious (1991),PG,N/A,1991-08-09 00:00:00,96,18000000,5546827
Deliver Us From Evil,R,87937815,2014-07-02 00:00:00,118,30000000,30577122
Delivery Man,PG-13,49984696,2013-11-22 00:00:00,105,26000000,30664106
The Departed,R,289847354,2006-10-06 00:00:00,150,90000000,132384315
Derailed,R,57479076,2005-11-11 00:00:00,106,22000000,36024076
Despicable Me,PG,543113985,2010-07-09 00:00:00,95,69000000,251513985
Despicable Me 2,PG,970761885,2013-07-03 00:00:00,98,76000000,368061265
Deterrence,R,N/A,2000-03-10 00:00:00,101,800000,145071
Detroit Rock City,R,N/A,1999-08-13 00:00:00,95,34000000,4217115
Deuce Bigalow: European Gigolo,R,45109561,2005-08-12 00:00:00,83,22000000,22400154
Deuce Bigalow: Male Gigolo,R,92938755,1999-12-10 00:00:00,88,17000000,65538755
The Devil Inside,R,101758490,2012-01-06 00:00:00,87,1000000,53261944
The Devil Wears Prada,PG-13,326551094,2006-06-30 00:00:00,106,35000000,124740460
The Devil's Double,R,1361512,2011-07-29 00:00:00,108,19100000,1361512
Devil's Due,R,36921560,2014-01-17 00:00:00,89,7000000,15821461
The Devil's Own,R,140807547,1997-03-28 00:00:00,111,90000000,42868348
The Devil's Rejects,R,19390029,2005-07-22 00:00:00,101,7000000,17044981
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
Diary of a Wimpy Kid,PG,75700498,2010-03-19 00:00:00,120,15000000,64003625
Diary of a Wimpy Kid: Dog Days,PG,77112176,2012-08-03 00:00:00,94,22000000,49008662
Diary of a Wimpy Kid: Rodrick Rules,PG,72417394,2011-03-25 00:00:00,96,21000000,52698535
Dick Tracy,PG,162738726,1990-06-15 00:00:00,105,47000000,103738726
Dickie Roberts: Former Child Star,PG-13,23794648,2003-09-05 00:00:00,92,17000000,22738671
The Dictator,R,179379533,2012-05-16 00:00:00,83,65000000,59650222
Did You Hear About the Morgans?,PG-13,85280250,2009-12-18 00:00:00,103,58000000,29580087
Die Another Day,PG-13,431971116,2002-11-22 00:00:00,123,142000000,160942139
Die Hard,R,140767956,1988-07-15 00:00:00,131,28000000,83008852
Die Hard 2: Die Harder,R,240031094,1990-07-06 00:00:00,124,70000000,117540947
Die Hard: With A Vengeance,R,366101666,1995-05-19 00:00:00,131,90000000,100012499
Digimon: The Movie,PG,16643191,2000-10-06 00:00:00,82,5000000,9631153
The Dilemma,PG-13,69721966,2011-01-14 00:00:00,118,70000000,48475290
Dinner for Schmucks,PG-13,86855739,2010-07-30 00:00:00,110,69000000,73026337
Dinosaur,PG,349822765,2000-05-19 00:00:00,82,127500000,137748063
Dirty,R,N/A,2006-01-20 00:00:00,97,3000000,274245
Dirty Dancing,PG-13,213954274,1987-08-21 00:00:00,105,6000000,63446382
Dirty Dancing: Havana Nights,PG-13,27685016,2004-02-27 00:00:00,86,25000000,14161590
Disaster Movie,PG-13,34816824,2008-08-29 00:00:00,90,20000000,14190901
Disclosure,R,214015089,1994-12-09 00:00:00,129,55000000,83015089
Disney's The Kid,PG,110317580,2000-07-07 00:00:00,104,65000000,69691949
District 9,R,210819611,2009-08-14 00:00:00,113,30000000,115646235
Disturbia,PG-13,117760134,2007-04-13 00:00:00,104,20000000,80209692
Divergent,PG-13,288885818,2014-03-21 00:00:00,143,85000000,150947895
The Divergent Series: Insurgent,PG-13,297276329,2015-03-20 00:00:00,119,110000000,130179072
Divine Secrets of the Ya-Ya Sisterhood,PG-13,73839240,2002-06-07 00:00:00,116,27000000,69599016
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
Django Unchained,R,425368238,2012-12-25 00:00:00,165,100000000,162805434
