movie title,rating,worldwide total gross,release date,runtime (mins),production budget,domestic total gross
The Eclipse,R,159852,3/26/10 0:00,88,3000000,133411
Ed Wood,R,N/A,9/30/94 0:00,127,18000000,5887457
Eddie the Eagle,PG-13,24614318,2/26/16 0:00,105,23000000,15638297
Edge of Darkness,R,81124129,1/29/10 0:00,108,80000000,43313890
Edge of Tomorrow,PG-13,370541256,6/6/14 0:00,113,178000000,100206256
Edison,R,4143414,N/A,99,25000000,N/A
EDtv,PG-13,35242897,3/26/99 0:00,124,80000000,22431897
An Education,PG-13,26096852,10/9/09 0:00,95,7500000,12574914
The Jungle Book (2016),PG,314184975,4/15/16 0:00,105,175000000,110284975
Eight Below,PG,120455994,2/17/06 0:00,112,40000000,81612565
Eight Legged Freaks,PG-13,45867333,7/17/02 0:00,99,30000000,17322606
El Milagro De Marcelino Pan,Unrated,N/A,10/26/12 0:00,100,3000000,18193
Election,R,N/A,4/23/99 0:00,105,25000000,14902041
Elektra,PG-13,56681566,1/14/05 0:00,97,43000000,24409722
Elf,PG,220443451,11/7/03 0:00,95,33000000,173398518
Elizabethtown,PG,52034889,10/14/05 0:00,123,45000000,26850426
Ella Enchanted,PG,27388767,4/9/04 0:00,95,31000000,22918387
Elysium,R,286140700,8/9/13 0:00,109,115000000,93050117
The Jungle Book (2016),PG,314184975,4/15/16 0:00,105,175000000,110284975
The Emperor's Club,PG-13,16318449,11/22/02 0:00,109,12500000,14118751
The Emperor's New Groove,G,169327687,12/15/00 0:00,78,100000000,89302687
Empire,R,18591272,12/6/02 0:00,90,4000000,17600423
The Empire Strikes Back,PG,538375067,5/21/80 0:00,129,18000000,209398025
Employee of the Month,PG-13,38368909,10/6/06 0:00,103,12000000,28444855
Enchanted,PG,340487652,11/21/07 0:00,107,85000000,127807262
End of Days,R,211989043,11/24/99 0:00,121,100000000,66889043
The End of the Affair,R,N/A,12/3/99 0:00,102,23000000,10827816
End of the Spear,PG-13,12128105,1/20/06 0:00,111,10000000,11967000
The End of Violence,R,N/A,9/12/97 0:00,122,5000000,386673
End of Watch,R,48126384,9/21/12 0:00,109,7000000,41003371
Ender's Game,PG-13,125537191,11/1/13 0:00,114,110000000,61737191
Endless Love (2014),PG-13,34718173,2/14/14 0:00,103,20000000,23438250
Enemy at the Gates,R,96976270,3/16/01 0:00,131,68000000,51401758
Enemy of the State,R,250649836,11/20/98 0:00,131,90000000,111549836
The English Patient,R,231976425,11/15/96 0:00,162,27000000,78676425
Enough,PG-13,51801187,5/24/02 0:00,111,38000000,40007742
Enter the Void,Unrated,754249,9/24/10 0:00,150,16000000,336467
Entourage,R,49263404,6/3/15 0:00,104,30000000,32363404
Entrapment,PG-13,212404396,4/30/99 0:00,113,66000000,87704396
Envy,PG-13,14581765,4/30/04 0:00,99,40000000,13562325
The Jungle Book (2016),PG,314184975,4/15/16 0:00,105,175000000,110284975
Epic,PG,268426634,5/24/13 0:00,102,100000000,107518682
The Equalizer,R,192330738,9/26/14 0:00,128,55000000,101530738
Eragon,PG,249488115,12/15/06 0:00,99,100000000,75030163
Eraser,R,242295562,6/21/96 0:00,115,100000000,101295562
Erin Brockovich,R,256271286,3/17/00 0:00,130,52000000,125595205
Escape From Planet Earth,PG,74597643,2/15/13 0:00,89,40000000,57012977
Eternal Sunshine of the Spotless Mind,R,72258126,3/19/04 0:00,108,20000000,34400301
Eurotrip,R,20796847,2/20/04 0:00,92,25000000,17771387
The Jungle Book (2016),PG,314184975,4/15/16 0:00,105,175000000,110284975
Evan Almighty,PG,173418781,6/22/07 0:00,90,175000000,100462298
Eve of Destruction,R,N/A,1/18/91 0:00,100,13000000,5451119
Ever After: A Cinderella Story,PG-13,98005666,7/31/98 0:00,121,26000000,65705771
Everest (2015),PG-13,203427584,9/18/15 0:00,121,55000000,43482270
An Everlasting Piece,R,N/A,12/22/00 0:00,103,14000000,75228
Every Day,R,N/A,1/14/11 0:00,93,3000000,46029
Everybody Wants to Be Italian,R,532726,9/5/08 0:00,103,3000000,351416
Everybody's Fine,PG-13,16443609,12/4/09 0:00,95,21000000,9208876
Everything Must Go,R,2711643,5/13/11 0:00,100,5000000,2711643
"Everything You Always Wanted to Know About Sex, But Were Afraid to Ask",R,N/A,8/6/72 0:00,87,2000000,18016290
Evil Dead (2013),R,97542952,4/5/13 0:00,91,17000000,54239856
Evita,PG,141047179,12/25/96 0:00,130,55000000,50047179
Evolution,PG-13,98376292,6/8/01 0:00,102,80000000,38345494
The Jungle Book (2016),PG,314184975,4/15/16 0:00,105,175000000,110284975
Ex Machina,R,36869414,4/10/15 0:00,110,15000000,25442958
eXistenZ,R,N/A,4/23/99 0:00,90,15000000,2856712
Exit Wounds,R,79958599,3/16/01 0:00,101,50000000,51758599
Exodus: Gods and Kings,PG-13,268175631,12/12/14 0:00,150,140000000,65014513
The Exorcism of Emily Rose,PG-13,144216468,9/9/05 0:00,114,19000000,75072454
The Exorcist Director's Cut,R,305288200,9/22/00 0:00,132,11000000,39671011
Exorcist: The Beginning,R,78000586,8/20/04 0:00,114,80000000,41821986
The Expendables,R,274470394,8/13/10 0:00,103,80000000,103068524
The Expendables 2,R,305428192,8/17/12 0:00,102,100000000,85028192
The Exploding Girl,Unrated,N/A,3/12/10 0:00,79,40000,25572
The Express,PG,9808124,10/10/08 0:00,129,40000000,9793406
Extract,R,10848783,9/4/09 0:00,90,8000000,10823158
Extraordinary Measures,PG,15134293,1/22/10 0:00,106,31000000,12068313
The Jungle Book (2016),PG,314184975,4/15/16 0:00,105,175000000,110284975
Eye of the Beholder,R,17589705,1/28/00 0:00,109,35000000,16500786
Eye See You (a.k.a. D-TOX),R,6416302,9/20/02 0:00,96,55000000,79161
Eyes of Laura Mars,R,N/A,8/2/78 0:00,104,7000000,20000000
Eyes Wide Shut,R,162091208,7/16/99 0:00,159,65000000,55691208
The Jungle Book (2016),PG,314184975,4/15/16 0:00,105,175000000,110284975
Face/Off,R,245676146,6/27/97 0:00,138,80000000,112276146
Facing the Giants,PG,10243159,9/29/06 0:00,111,100000,10178331
The Faculty,R,N/A,12/25/98 0:00,117,15000000,40283321
Fahrenheit 9/11,R,222446882,6/23/04 0:00,116,6000000,119194771
Failure to Launch,PG-13,128406887,3/10/06 0:00,97,50000000,88715192
Fair Game (1995),R,N/A,11/3/95 0:00,91,50000000,11534477
Fair Game (2010),PG-13,24188922,11/5/10 0:00,108,22000000,9540691
Fame (2009),PG,77211836,9/25/09 0:00,107,18000000,22455510
The Family (2013),R,78418811,9/13/13 0:00,112,30000000,36918811
The Family Man,PG-13,124745083,12/22/00 0:00,126,60000000,75793305
The Family Stone,PG-13,92283851,12/16/05 0:00,102,18000000,60062868
Fantasia 2000 (35mm & IMAX),G,90874570,1/1/00 0:00,75,80000000,60655420
Fantastic Four,PG-13,167977596,8/7/15 0:00,100,120000000,56117548
Fantastic Four (2005),PG-13,330579719,7/8/05 0:00,123,100000000,154696080
Fantastic Four: Rise of the Silver Surfer,PG,289047763,6/15/07 0:00,89,130000000,131921738
Fantastic Mr. Fox,PG,46471023,11/13/09 0:00,87,40000000,21002919
FAQs,Unrated,N/A,2/3/06 0:00,90,250000,1967
Far and Away,PG-13,137783840,5/22/92 0:00,140,60000000,58883840
Far From Heaven,PG-13,29027914,11/8/02 0:00,107,13500000,15901849
Fargo,R,60611975,3/8/96 0:00,95,7000000,24611975
Fascination,R,N/A,1/28/05 0:00,95,5000000,16670
Fast & Furious 6,PG-13,788679850,5/24/13 0:00,130,160000000,238679850
Fast and Furious,PG-13,363164265,4/3/09 0:00,99,85000000,155064265
The Fast and the Furious,PG-13,207283925,6/22/01 0:00,106,38000000,144533925
Fast Five,PG-13,626137675,4/29/11 0:00,130,125000000,209837675
Faster,R,35626958,11/24/10 0:00,98,24000000,23240020
Fat Kid Rules the World,R,N/A,10/5/12 0:00,N/A,750000,41457
The Fault in our Stars,PG-13,307166834,6/6/14 0:00,125,12000000,124872350
The Jungle Book (2016),PG,314184975,4/15/16 0:00,105,175000000,110284975
Fear and Loathing in Las Vegas,R,N/A,5/22/98 0:00,118,18500000,10680275
fear dot com,R,18902015,8/30/02 0:00,98,40000000,13258249
Fever Pitch,PG-13,50451307,4/8/05 0:00,98,30000000,42071069
A Few Good Men,R,243240178,12/11/92 0:00,138,40000000,141340178
The Fifth Estate,R,8555008,10/18/13 0:00,124,28000000,3255008
Fifty Shades of Grey,R,571006128,2/13/15 0:00,125,40000000,166167230
Fight Club,R,100853753,10/15/99 0:00,139,63000000,37030102
The Fighter,R,129190869,12/10/10 0:00,114,25000000,93617009
The Fighting Temptations,PG-13,32750821,9/19/03 0:00,123,30000000,30250745
Fighting Tommy Riley,R,N/A,5/6/05 0:00,109,300000,10514
Filly Brown,R,N/A,4/19/13 0:00,101,2000000,2850357
Final Destination,R,112880294,3/17/00 0:00,98,23000000,53331147
The Final Destination,R,186167139,8/28/09 0:00,82,40000000,66477700
Final Destination 3,R,117719158,2/10/06 0:00,115,25000000,54098051
Final Destination 5,R,157887643,8/12/11 0:00,95,40000000,42587643
Final Fantasy: The Spirits Within,PG-13,85131830,7/11/01 0:00,108,137000000,32131830
Find Me Guilty,R,2636637,3/17/06 0:00,124,13000000,1173643
Finding Nemo,G,936743261,5/30/03 0:00,104,94000000,339714978
Finding Neverland,PG,116766556,11/12/04 0:00,101,25000000,51680613
Fired Up,PG-13,18599102,2/20/09 0:00,90,20000000,17231291
Fireflies in the Garden,R,3393161,10/14/11 0:00,N/A,8000000,70600
Fireproof,PG,33473297,9/26/08 0:00,122,500000,33456317
Firestorm,R,N/A,1/9/98 0:00,89,19000000,8165212
First Blood,R,125212904,10/22/82 0:00,96,15000000,47212904
"First Love, Last Rites",R,N/A,8/7/98 0:00,94,300000,42953
First Morning,PG-13,N/A,7/15/05 0:00,90,300000,87264
Fish Tank,Unrated,2357852,1/15/10 0:00,123,3000000,374675
The Five-Year Engagement,R,53909751,4/27/12 0:00,124,30000000,28835528
The Jungle Book (2016),PG,314184975,4/15/16 0:00,105,175000000,110284975
Flags of Our Fathers,R,65900249,10/20/06 0:00,132,90000000,33602376
Flicka,PG,21893591,10/20/06 0:00,100,15000000,21000147
Flight,R,161772375,11/2/12 0:00,139,31000000,93772375
Flight of the Intruder,PG-13,N/A,1/18/91 0:00,114,35000000,14587732
Flight of the Phoenix,PG-13,34586268,12/17/04 0:00,120,45000000,21009180
The Flintstones,PG,341631208,5/27/94 0:00,91,46000000,130531208
The Flintstones in Viva Rock Vegas,PG,59468275,4/28/00 0:00,91,83000000,35268275
Flipped,PG,N/A,8/6/10 0:00,90,14000000,1755212
Flushed Away,PG,178120010,11/3/06 0:00,86,149000000,64665672
Fly Me to the Moon,G,41721414,8/15/08 0:00,87,25000000,13816982
Flyboys,PG-13,17834865,9/22/06 0:00,120,60000000,13090630
The Jungle Book (2016),PG,314184975,4/15/16 0:00,105,175000000,110284975
Focus (2015),R,159062963,2/27/15 0:00,104,50100000,53862963
The Fog (2005),PG-13,46201432,10/14/05 0:00,100,18000000,29550869
Following,R,N/A,4/2/99 0:00,69,6000,48482
Fool's Gold,PG-13,111231041,2/8/08 0:00,110,70000000,70231041
Footloose,PG,N/A,2/17/84 0:00,107,8199999,80035402
Footloose (2011),PG-13,63543328,10/14/11 0:00,113,24000000,51802742
For Colored Girls,R,37747016,11/5/10 0:00,120,21000000,37729698
For Love of the Game,PG-13,46112640,9/17/99 0:00,137,80000000,35188640
For Love or Money,PG,N/A,10/1/93 0:00,96,30000000,11146270
For Richer or Poorer,PG-13,32748995,12/12/97 0:00,116,35000000,31642995
For the Boys,R,23202444,11/22/91 0:00,138,40000000,17860280
Forces of Nature,PG-13,93888180,3/19/99 0:00,105,75000000,52888180
The Forest,PG-13,37608299,1/8/16 0:00,95,10000000,26594261
Forgetting Sarah Marshall,R,105173115,4/18/08 0:00,111,30000000,63172463
The Forgotten,PG-13,117592831,9/24/04 0:00,89,42000000,67133509
Formula 51,R,14439698,10/18/02 0:00,92,27000000,5204007
Forrest Gump,PG-13,677945399,7/6/94 0:00,141,55000000,329694499
The Forsaken,R,8704851,4/27/01 0:00,91,15000000,7288451
Fortress,R,N/A,9/3/93 0:00,95,8000000,6739141
Forty Shades of Blue,R,172569,9/30/05 0:00,108,1500000,75828
The Fountain,PG-13,15978422,11/22/06 0:00,96,35000000,10144010
Four Brothers,R,92374674,8/12/05 0:00,108,45000000,74494381
Four Christmases,PG-13,163733697,11/26/08 0:00,82,80000000,120146040
The Four Feathers,PG-13,29882645,9/20/02 0:00,125,35000000,18306166
The Four Horsemen of the Apocalypse,Unrated,N/A,3/6/21 0:00,134,800000,9183673
Four Weddings and a Funeral,R,245700832,3/11/94 0:00,118,4400000,52700832
The Jungle Book (2016),PG,314184975,4/15/16 0:00,105,175000000,110284975
Frailty,R,17423030,4/12/02 0:00,100,11000000,13110448
Frankenhooker,R,N/A,6/1/90 0:00,85,2500000,205068
Frankenweenie,PG,81491068,10/5/12 0:00,87,39000000,35291068
Freakonomics,PG-13,117678,10/1/10 0:00,85,2900000,101270
Freaky Friday,PG,160846332,8/6/03 0:00,97,20000000,110230332
Freddy Got Fingered,R,14333252,4/20/01 0:00,87,14000000,14254993
Freddy Vs. Jason,R,114908830,8/15/03 0:00,98,30000000,82622655
Freddy's Dead: The Final Nightmare,R,N/A,9/13/91 0:00,89,11000000,34872033
Free Birds,PG,110387072,11/1/13 0:00,90,55000000,55750480
Freedom Writers,PG-13,43090741,1/5/07 0:00,123,21000000,36605602
Freeway,R,N/A,8/23/96 0:00,110,3000000,295493
Frequency,PG-13,68106245,4/28/00 0:00,119,31000000,45010278
Frida,R,56298474,10/25/02 0:00,123,12000000,25885000
Friday,R,28215918,4/28/95 0:00,91,3500000,27467564
Friday Night Lights,PG-13,61950770,10/8/04 0:00,107,30000000,61255921
Friday the 13th (2009),R,91379051,2/13/09 0:00,95,19000000,65002019
Friends with Benefits,R,149542245,7/22/11 0:00,120,35000000,55802754
Friends with Money,R,18245244,4/7/06 0:00,87,6500000,13368437
Fright Night (2011),R,41002607,8/19/11 0:00,106,30000000,18302607
From Dusk Till Dawn,R,N/A,1/19/96 0:00,100,19000000,25836616
From Hell,R,74558115,10/19/01 0:00,122,35000000,31602566
From Justin to Kelly,PG,N/A,6/20/03 0:00,81,12000000,4928883
From Paris with Love,R,52826594,2/5/10 0:00,95,52000000,24077427
Frost/Nixon,R,27426335,12/5/08 0:00,122,25000000,18622031
Frozen,PG,1276480335,11/22/13 0:00,108,150000000,400738009
The Jungle Book (2016),PG,314184975,4/15/16 0:00,105,175000000,110284975
Full Frontal,R,3438804,8/2/02 0:00,111,2000000,2512846
Full Metal Jacket,R,N/A,6/26/87 0:00,116,30000000,46357676
The Full Monty,R,257938649,8/15/97 0:00,91,3500000,45950122
Fun Size,PG-13,11417362,10/26/12 0:00,90,14000000,9409538
Fun with Dick and Jane,PG-13,202026112,12/21/05 0:00,90,100000000,110332737
Funny People,R,71585235,7/31/09 0:00,136,75000000,51855045
Furious 7,PG-13,1516045911,4/3/15 0:00,137,190000000,353007020
Furry Vengeance,PG,36236710,4/30/10 0:00,92,35000000,17630465
Fury (2014),R,211817906,10/17/14 0:00,134,68000000,85817906
The Future,R,568662,7/29/11 0:00,91,1000000,568662
The Jungle Book (2016),PG,314184975,4/15/16 0:00,105,175000000,110284975
G-Force,PG,292817841,7/24/09 0:00,90,150000000,119436770
G.I. Joe: Retaliation,PG-13,375740705,3/28/13 0:00,99,130000000,122523060
G.I. Joe: The Rise of Cobra,PG-13,302469017,8/7/09 0:00,118,175000000,150201498
Galaxy Quest,PG,90683916,12/25/99 0:00,102,45000000,71583916
The Gallows,R,42964410,7/10/15 0:00,81,100000,22764410
The Gambler,R,39280992,12/25/14 0:00,111,25000000,33680992
The Game of Their Lives,PG,388998,4/22/05 0:00,101,20000000,375750
Gangs of New York,R,193772504,12/20/02 0:00,160,100000000,77812000
Gangster Squad,R,105200903,1/11/13 0:00,113,60000000,46000903
Gangster's Paradise: Jerusalema,R,N/A,6/11/10 0:00,120,2000000,7294
Garden State,R,35825316,7/28/04 0:00,109,2500000,26782316
Garfield: The Movie,PG,200804534,6/11/04 0:00,85,50000000,75369589
The Jungle Book (2016),PG,314184975,4/15/16 0:00,105,175000000,110284975
The General's Daughter,R,149705852,6/18/99 0:00,117,95000000,102705852
Gentlemen Broncos,PG-13,118492,10/30/09 0:00,89,10000000,113682
George A. Romero's Land of the Dead,R,46770602,6/24/05 0:00,93,15000000,20700082
George A. Romero's Survival of the Dead,R,143191,5/28/10 0:00,90,4000000,101740
George of the Jungle,PG,174463257,7/18/97 0:00,92,55000000,105263257
Geronimo: An American Legend,PG-13,N/A,12/10/93 0:00,115,35000000,18635620
Get Carter,R,19412993,10/6/00 0:00,102,63600000,14967182
Get Hard,R,111711453,3/27/15 0:00,100,40000000,90411453
Get Him to the Greek,R,91261479,6/4/10 0:00,109,40000000,60974475
Get Low,PG-13,9695282,7/30/10 0:00,100,7000000,9176933
Get Over It,PG-13,19900366,3/9/01 0:00,86,22000000,11576464
Get Rich or Die Tryin',R,46442528,11/9/05 0:00,134,40000000,30985352
Get Smart,PG-13,230685453,6/20/08 0:00,110,80000000,130319208
Getaway (2013),PG-13,N/A,8/30/13 0:00,94,18000000,10501938
The Jungle Book (2016),PG,314184975,4/15/16 0:00,105,175000000,110284975
Ghost,PG-13,505702588,7/13/90 0:00,128,22000000,217631306
Ghost Rider,PG-13,228738393,2/16/07 0:00,110,110000000,115802596
Ghost Rider: Spirit of Vengeance,PG-13,132563930,2/17/12 0:00,95,57000000,51774002
Ghost Ship,R,68349884,10/25/02 0:00,88,20000000,30113491
Ghost Town,PG-13,27074492,9/19/08 0:00,102,20000000,13367624
Ghost World,R,8764007,7/20/01 0:00,111,7000000,6217849
The Ghost Writer,PG-13,60222298,2/19/10 0:00,128,45000000,15541549
Ghostbusters,PG,295212467,6/8/84 0:00,107,30000000,229242989
The Gift (2015),R,58978653,8/7/15 0:00,108,5000000,43787265
Gigli,R,7266209,8/1/03 0:00,124,54000000,6087542
Ginger Snaps II: Unleashed,R,80372,1/30/04 0:00,94,3500000,80372
The Girl on the Train,Unrated,305140,1/22/10 0:00,105,9000000,208023
The Girl with the Dragon Tattoo,R,104395170,3/19/10 0:00,152,13000000,10095170
The Girl with the Dragon Tattoo (2011),R,232617430,12/21/11 0:00,160,90000000,102515793
"Girl, Interrupted",R,48350205,12/21/99 0:00,127,40000000,28912646
"Give 'Em Hell, Harry!",PG,N/A,9/18/75 0:00,104,230000,11000000
The Giver,PG-13,66980456,8/15/14 0:00,91,25000000,45090374
The Jungle Book (2016),PG,314184975,4/15/16 0:00,105,175000000,110284975
Gladiator,R,457640427,5/5/00 0:00,155,103000000,187705427
The Glass House,PG-13,23619609,9/14/01 0:00,111,30000000,18150259
Glee The 3D Concert Movie,PG,18663238,8/12/11 0:00,100,9000000,11862398
Glitter,PG-13,5271666,9/21/01 0:00,104,22000000,4274407
Gloria,R,N/A,1/22/99 0:00,108,30000000,4197729
Go,R,28451622,4/9/99 0:00,98,20000000,16943454
God's Army 2: States of Grace,PG-13,N/A,11/4/05 0:00,128,800000,203144
God's Not Dead,PG,62630732,3/21/14 0:00,113,2000000,60755732
The Godfather,R,245066411,3/15/72 0:00,175,6000000,133698921
The Godfather Part II,R,N/A,12/12/74 0:00,200,13000000,47542841
The Godfather Part III,R,136766062,12/25/90 0:00,162,54000000,66666062
Gods and Generals,PG-13,12923936,2/21/03 0:00,210,56000000,12882934
Gods and Monsters,R,6451628,11/6/98 0:00,105,10000000,6451628
Gods of Egypt,PG-13,138669740,2/26/16 0:00,127,140000000,30890989
Godsend,PG-13,30114487,4/30/04 0:00,102,25000000,14379751
Godzilla,PG-13,379014294,5/20/98 0:00,140,130000000,136314294
Godzilla (2014),PG-13,529076069,5/16/14 0:00,123,160000000,200676069
Godzilla 2000,PG,12924063,8/18/00 0:00,99,13000000,10037390
Going the Distance,R,42052757,9/3/10 0:00,97,32000000,17804299
Going Under,Unrated,N/A,6/15/06 0:00,98,50000,3917
The Golden Compass,PG-13,372234864,12/7/07 0:00,113,180000000,70107728
Gone Baby Gone,R,34619699,10/19/07 0:00,114,19000000,20300218
Gone Girl,R,369330363,10/3/14 0:00,145,61000000,167767189
Gone in 60 Seconds,PG-13,237202299,6/9/00 0:00,117,90000000,101648571
Good Boy!,PG,45312217,10/10/03 0:00,96,18000000,37667746
A Good Day to Die Hard,R,304654182,2/14/13 0:00,97,92000000,67349198
The Good Girl,R,16856124,8/7/02 0:00,93,8000000,14018296
The Good Guy,R,N/A,2/19/10 0:00,90,10000000,100688
"Good Night, and Good Luck.",PG,54641191,10/7/05 0:00,90,7000000,31558003
The Good Thief,R,5756945,4/2/03 0:00,109,30000000,3517797
A Good Year,PG-13,42064105,11/10/06 0:00,118,35000000,7459300
"The Good, the Bad, the Weird",R,44261209,4/23/10 0:00,130,10000000,128486
Goodbye Lover,R,N/A,4/16/99 0:00,101,20000000,1940299
"The Goods: Live Hard, Sell Hard",R,15294910,8/14/09 0:00,89,10000000,15122676
Goosebumps,PG,156696237,10/16/15 0:00,103,58000000,80080379
Gosford Park,R,87754044,12/26/01 0:00,137,19800000,41308615
The Gospel,PG,15778152,10/7/05 0:00,93,4000000,15778152
The Gospel of John,PG-13,4069090,9/26/03 0:00,173,10000000,4069090
Gossip,R,12591270,4/21/00 0:00,90,24000000,5108820
Gothika,R,141591324,11/21/03 0:00,95,40000000,59694580
The Jungle Book (2016),PG,314184975,4/15/16 0:00,105,175000000,110284975
Gracie,PG-13,3826568,6/1/07 0:00,95,9000000,2956339
Gran Torino,R,269958228,12/12/08 0:00,116,33000000,148095302
The Grand Budapest Hotel,R,174801324,3/7/14 0:00,100,25000000,59301324
Grandma (2015),R,7087452,8/21/15 0:00,78,600000,6980524
Gravity,PG-13,723192705,10/4/13 0:00,91,100000000,274092705
Grease,PG,394955690,6/16/78 0:00,110,6000000,159978870
The Great Gatsby (2013),PG-13,351040419,5/10/13 0:00,143,105000000,144840419
The Great Mouse Detective,G,N/A,7/4/86 0:00,74,14000000,25336794
The Great New Wonderful,R,172055,6/23/06 0:00,87,500000,150142
The Great Raid,R,10769311,8/12/05 0:00,132,80000000,10167373
The Greatest (2010),R,474129,4/2/10 0:00,N/A,6000000,114766
The Greatest Show on Earth,Unrated,N/A,1/10/52 0:00,152,4000000,36000000
The Green Hornet,PG-13,227817248,1/14/11 0:00,108,120000000,98780042
The Green Inferno,R,7192291,9/25/15 0:00,100,5000000,7192291
Green Lantern,PG-13,219851172,6/17/11 0:00,105,200000000,116601172
The Green Mile,R,286801374,12/10/99 0:00,188,60000000,136801374
Green Zone,R,94882549,3/12/10 0:00,115,100000000,35053660
The Grey,R,77278331,1/27/12 0:00,117,25000000,51580236
Grey Owl,PG-13,N/A,10/1/99 0:00,117,30000000,632617
Gridiron Gang,PG-13,41480851,9/15/06 0:00,120,30000000,38432823
Grind,PG-13,5141166,8/15/03 0:00,100,6000000,5123696
Grindhouse,R,25422088,4/6/07 0:00,191,67000000,25037897
Grown Ups,PG-13,271430189,6/25/10 0:00,102,80000000,162001186
Grown Ups 2,PG-13,246984278,7/12/13 0:00,101,80000000,133668525
The Grudge,PG-13,187281115,10/22/04 0:00,96,10000000,110359362
The Grudge 2,PG-13,70711175,10/13/06 0:00,95,20000000,39143839
Grudge Match,PG-13,44907260,12/25/13 0:00,113,40000000,29807260
The Jungle Book (2016),PG,314184975,4/15/16 0:00,105,175000000,110284975
The Guard,R,19560274,7/29/11 0:00,96,6000000,5360274
Guardians of the Galaxy,PG-13,773312399,8/1/14 0:00,121,170000000,333176600
Guess Who's Coming to Dinner,Unrated,N/A,12/11/67 0:00,108,4000000,56666667
The Guilt Trip,PG-13,41863726,12/19/12 0:00,95,40000000,37134215
Gulliver's Travels,PG,237382724,12/25/10 0:00,85,112000000,42779261
Gun Shy,R,3221280,2/4/00 0:00,102,14000000,1638202
The Gunman,R,10664749,3/20/15 0:00,115,40000000,10664749
A Guy Thing,PG-13,17432163,1/17/03 0:00,101,20000000,15545431
The Jungle Book (2016),PG,314184975,4/15/16 0:00,105,175000000,110284975
The Jungle Book (2016),PG,314184975,4/15/16 0:00,105,175000000,110284975
"Hail, Caesar!",PG-13,61890262,2/5/16 0:00,100,22000000,30080225
Hair,PG,N/A,3/14/79 0:00,121,11000000,15284643
Hall Pass,R,83160734,2/25/11 0:00,98,36000000,45060734
Halloween,R,47000000,10/25/78 0:00,91,325000,47000000
Halloween 4: The Return of Michael Myers,R,N/A,10/21/88 0:00,88,5000000,17768757
Halloween 5,R,N/A,10/13/89 0:00,96,5000000,11642254
Halloween II (2009),R,39421467,8/28/09 0:00,101,15000000,33392973
Halloween: H20,R,N/A,8/7/98 0:00,86,17000000,55041738
Halloween: Resurrection,R,37664855,7/12/02 0:00,94,13000000,30354442
Hamlet (1996),PG-13,4739189,12/27/96 0:00,242,18000000,4708156
Hamlet 2,R,4925288,8/22/08 0:00,92,9000000,4886216
Hancock,PG-13,624386746,7/2/08 0:00,92,150000000,227946274
Hanging Up,PG-13,51880044,2/18/00 0:00,95,60000000,36050230
Hangman's Curse,PG-13,N/A,9/12/03 0:00,106,2000000,168406
The Hangover,R,467483912,6/5/09 0:00,96,35000000,277322503
The Hangover Part II,R,586764305,5/26/11 0:00,102,80000000,254464305
The Hangover Part III,R,362000072,5/23/13 0:00,100,103000000,112200072
Hanna,PG-13,63782078,4/8/11 0:00,111,30000000,40259119
Hannibal,R,351692268,2/9/01 0:00,131,87000000,165092268
Hansel and Gretel: Witch Hunters,R,226349749,1/25/13 0:00,88,50000000,55703475
The Happening,R,163403799,6/13/08 0:00,91,48000000,64506874
Happy Feet,PG,384335608,11/17/06 0:00,108,100000000,198000317
Happy Gilmore,PG-13,41205099,2/16/96 0:00,92,12000000,38824099
"Happy, Texas",PG-13,N/A,10/1/99 0:00,98,2500000,1955933
Hard Rain,R,N/A,1/16/98 0:00,110,70000000,19870567
Hardball,PG-13,44102389,9/14/01 0:00,106,32000000,40222729
Harley Davidson and the Marlboro Man,R,N/A,8/23/91 0:00,98,23000000,7434726
Harold and Kumar Escape from Guantanamo Bay,R,43493123,4/25/08 0:00,102,12000000,38108728
Harold and Kumar Go to White Castle,R,23936908,7/30/04 0:00,88,9000000,18250550
Harriet the Spy,PG,N/A,7/12/96 0:00,96,12000000,26570048
Harry Brown,R,10329747,4/30/10 0:00,103,7300000,1818681
Harry Potter and the Chamber of Secrets,PG,878979634,11/15/02 0:00,161,100000000,261988482
Harry Potter and the Goblet of Fire,PG-13,896911078,11/18/05 0:00,153,150000000,290013036
Harry Potter and the Half-Blood Prince,PG,934416487,7/15/09 0:00,153,250000000,301959197
Harry Potter and the Order of the Phoenix,PG-13,939885929,7/11/07 0:00,139,150000000,292004738
Harry Potter and the Prisoner of Azkaban,PG,796688549,6/4/04 0:00,142,130000000,249541069
Harry Potter and the Sorcerer's Stone,PG,974755371,11/16/01 0:00,153,125000000,317575550
Hart's War,R,32287044,2/15/02 0:00,125,70000000,19077641
The Hateful Eight,R,155631445,12/25/15 0:00,167,44000000,54100678
A Haunted House,R,60141683,1/11/13 0:00,80,2500000,40041683
A Haunted House 2,R,23959486,4/18/14 0:00,87,4000000,17329486
The Haunted Mansion,PG,182290266,11/26/03 0:00,99,90000000,75847266
The Haunting,PG-13,177311151,7/23/99 0:00,113,80000000,91411151
Havana,R,N/A,12/14/90 0:00,145,40000000,9243140
Haywire,R,33372606,1/20/12 0:00,93,23000000,18942396
The Jungle Book (2016),PG,314184975,4/15/16 0:00,105,175000000,110284975
Head of State,PG-13,38620484,3/28/03 0:00,95,35200000,38125247
Head Over Heels,PG-13,13127022,2/2/01 0:00,87,14000000,10424470
