movie title,rating,worldwide total gross,release date,runtime (mins),production budget,domestic total gross
A Perfect Getaway,R,22852638,2009-08-07 00:00:00,97,14000000,15515460
The Perfect Guy,PG-13,60273173,2015-09-11 00:00:00,100,12000000,57027435
The Perfect Man,PG,19770475,2005-06-17 00:00:00,96,10000000,16535005
The Perfect Storm,PG-13,328718434,2000-06-30 00:00:00,129,140000000,182618434
Perfume - The Story of a Murderer,R,135039943,2006-12-27 00:00:00,147,60000000,2223293
Peter Pan,G,N/A,1953-02-05 00:00:00,76,4000000,40759520
Peter Pan,PG,121975011,2003-12-25 00:00:00,113,100000000,48462608
Peter's Friends,R,N/A,1992-12-25 00:00:00,101,5000000,4058564
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
The Phantom of the Opera,PG-13,154648887,2004-12-22 00:00:00,143,70000000,51268815
Phat Girlz,PG-13,7403491,2006-04-07 00:00:00,99,3000000,7061128
Philadelphia,PG-13,206678440,1993-12-24 00:00:00,125,26000000,77446440
Philomena,PG-13,100129872,2013-11-22 00:00:00,95,12000000,37709979
Phone Booth,R,97837138,2003-04-04 00:00:00,81,13000000,46566212
The Pianist,R,120072577,2002-12-25 00:00:00,148,35000000,32572577
Pieces of April,PG-13,3272028,2003-10-17 00:00:00,80,300000,2528664
Pineapple Express,R,101624843,2008-08-06 00:00:00,105,27000000,87341380
The Pink Panther (2006),PG,158851357,2006-02-10 00:00:00,92,80000000,82226474
The Pink Panther 2,PG,75946615,2009-02-06 00:00:00,92,70000000,35922978
Piranha 3D,R,83188165,2010-08-20 00:00:00,89,24000000,25003155
Pirate Radio,R,36348784,2009-11-13 00:00:00,115,50000000,8017917
Pirates (1986),PG-13,N/A,1986-07-18 00:00:00,124,40000000,1641825
Pirates of the Caribbean: At World's End,PG-13,963420425,2007-05-25 00:00:00,168,300000000,309420425
Pirates of the Caribbean: Dead Man's Chest,PG-13,1066179725,2006-07-07 00:00:00,151,225000000,423315812
Pirates of the Caribbean: On Stranger Tides,PG-13,1045713802,2011-05-20 00:00:00,137,250000000,241071802
Pirates of the Caribbean: The Curse of the Black Pearl,PG-13,654264015,2003-07-09 00:00:00,135,140000000,305413918
The Pirates! Band of Misfits,PG,123054041,2012-04-27 00:00:00,88,55000000,31051126
Pitch Black,R,53187659,2000-02-18 00:00:00,109,23000000,39240659
Pitch Perfect,PG-13,115350426,2012-09-28 00:00:00,112,17000000,65001093
Pitch Perfect 2,PG-13,287506194,2015-05-15 00:00:00,115,29000000,184296230
Pixels,PG-13,243643429,2015-07-24 00:00:00,105,88000000,78747585
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
The Place Beyond the Pines,R,35485608,2013-03-29 00:00:00,140,15000000,21403519
Planes,PG,239258712,2013-08-09 00:00:00,92,50000000,90288712
Planes: Fire & Rescue,PG,151386640,2014-07-18 00:00:00,83,50000000,59165787
Planet 51,PG,105647102,2009-11-20 00:00:00,91,70000000,42194060
Planet of the Apes (2001),PG-13,362211740,2001-07-27 00:00:00,119,100000000,180011740
Platoon,R,N/A,1986-12-19 00:00:00,120,6000000,138530565
Play It to the Bone,R,8434146,1999-12-25 00:00:00,125,24000000,8434146
Playing by Heart,R,N/A,1999-01-01 00:00:00,121,20000000,3970078
Pleasantville,PG-13,49805462,1998-10-23 00:00:00,124,60000000,40584421
Please Give,R,4313085,2010-04-30 00:00:00,90,3000000,4033574
The Pledge,R,29419291,2001-01-19 00:00:00,124,35000000,19733089
Point Break (2015),PG-13,133718711,2015-12-25 00:00:00,113,105000000,28782481
Pokemon 3: The Movie,G,68411275,2001-04-06 00:00:00,70,16000000,17052128
Pokemon: The First Movie,G,163644662,1999-11-10 00:00:00,96,30000000,85744662
Pokemon: The Movie 2000,G,133949270,2000-07-21 00:00:00,102,30000000,43758684
The Polar Express,G,307514317,2004-11-10 00:00:00,100,165000000,162775358
Poltergeist (2015),PG-13,95437994,2015-05-22 00:00:00,93,35000000,47425125
Polyester,R,N/A,1981-05-29 00:00:00,86,300000,N/A
POM Wonderful Presents: The Greatest Movie Ever Sold,PG-13,638476,2011-04-22 00:00:00,90,1800000,638476
Pompeii,PG-13,117831631,2014-02-21 00:00:00,102,100000000,23219748
Pooh's Heffalump Movie,G,52858433,2005-02-11 00:00:00,68,20000000,18098433
Pootie Tang,PG-13,N/A,2001-06-29 00:00:00,81,7000000,3313583
Poseidon,PG-13,181674817,2006-05-12 00:00:00,99,160000000,60674817
The Possession,PG-13,85446075,2012-08-31 00:00:00,91,14000000,49130154
Postal,R,146741,2008-05-23 00:00:00,100,15000000,N/A
The Postman,R,N/A,1997-12-25 00:00:00,177,80000000,17626234
The Powerpuff Girls Movie,PG,16426471,2002-07-03 00:00:00,85,11000000,11412414
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
Practical Magic,PG-13,N/A,1998-10-16 00:00:00,104,75000000,46683377
"Precious: Based on the Novel ""Push"" by Sapphire",R,63647833,2009-11-06 00:00:00,109,10000000,47566524
Predator,R,98267558,1987-06-12 00:00:00,107,15000000,59735548
Predators,R,127233108,2010-07-09 00:00:00,107,40000000,52000688
Prefontaine,PG-13,N/A,1997-01-24 00:00:00,106,8000000,589304
Premium Rush,PG-13,31083599,2012-08-24 00:00:00,91,35000000,20275446
Premonition,PG-13,84146832,2007-03-16 00:00:00,110,20000000,47852604
The Prestige,PG-13,109676311,2006-10-20 00:00:00,135,40000000,53089891
Pretty Woman,R,463406268,1990-03-23 00:00:00,119,14000000,178406268
Price of Glory,PG-13,3548556,2000-03-31 00:00:00,117,18000000,3440228
Pride & Glory,R,31148328,2008-10-24 00:00:00,125,30000000,15740721
Pride and Prejudice and Zombies,PG-13,16374328,2016-02-05 00:00:00,108,28000000,10907291
Priest,PG-13,78309131,2011-05-13 00:00:00,87,60000000,29136626
Primary Colors,R,52090187,1998-03-20 00:00:00,144,65000000,39001187
Prime,PG-13,67937494,2005-10-28 00:00:00,105,22000000,22827153
Primer,PG-13,424760,2004-10-08 00:00:00,77,7000,424760
The Prince and Me,PG,37666766,2004-04-02 00:00:00,111,22000000,28176497
The Prince of Egypt,PG,218613188,1998-12-18 00:00:00,99,70000000,101413188
Prince of Persia: The Sands of Time,PG-13,336365676,2010-05-28 00:00:00,115,200000000,90759676
The Princess and the Frog,G,267045765,2009-11-25 00:00:00,95,105000000,104400899
The Princess Diaries,G,165335153,2001-08-03 00:00:00,114,26000000,108248956
The Princess Diaries 2: Royal Engagement,G,134734481,2004-08-11 00:00:00,113,40000000,95170481
Princess Kaiulani,PG,N/A,2010-05-14 00:00:00,97,9000000,883887
Prison,R,N/A,1988-05-06 00:00:00,102,4000000,345704
The Prisoner of Zenda (1979),PG,N/A,1979-05-25 00:00:00,108,12500000,7650600
Prisoners,R,122126687,2013-09-20 00:00:00,146,46000000,61002302
Private Lessons,R,N/A,1981-08-28 00:00:00,87,2800000,26279000
Private Parts,R,N/A,1997-03-07 00:00:00,108,28000000,41230799
"The Prize Winner of Defiance, Ohio",PG-13,689028,2005-09-30 00:00:00,99,12000000,627844
The Producers,PG-13,38058335,2005-12-16 00:00:00,123,45000000,19398532
Project Almanac,PG-13,33213241,2015-01-30 00:00:00,106,12000000,22348241
Prom,PG,10130219,2011-04-29 00:00:00,103,8000000,10130219
Prom Night (2008),PG-13,57197876,2008-04-11 00:00:00,88,20000000,43869350
Prometheus,R,403354469,2012-06-08 00:00:00,124,130000000,126477084
Proof,PG-13,14189860,2005-09-16 00:00:00,99,20000000,7535331
Proof of Life,R,62761005,2000-12-08 00:00:00,135,65000000,32598931
A Prophet (Un prophète),R,17873691,2010-02-26 00:00:00,150,13000000,2087720
The Prophet's Son,Unrated,N/A,2012-09-29 00:00:00,100,2750000,16983
The Proposal,PG-13,317375031,2009-06-19 00:00:00,108,40000000,163958031
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
Psycho,M,N/A,1960-06-16 00:00:00,109,806947,32000000
Psycho (1998),R,37141130,1998-12-04 00:00:00,100,60000000,21456130
Public Enemies,R,214104620,2009-07-01 00:00:00,143,100000000,97104620
Pulp Fiction,R,213928762,1994-10-14 00:00:00,154,8000000,107928762
Pulse,PG-13,29907685,2006-08-11 00:00:00,90,20500000,20264436
The Punisher,R,54700105,2004-04-16 00:00:00,119,33000000,33810189
Punisher: War Zone,R,10100036,2008-12-05 00:00:00,107,35000000,8050977
The Purge,R,89328627,2013-06-07 00:00:00,85,3000000,64473115
The Purge: Anarchy,R,111928365,2014-07-18 00:00:00,103,9000000,71962800
The Purge: Election Year,Not Yet Rated,N/A,2016-07-01 00:00:00,N/A,10000000,N/A
The Pursuit of Happyness,PG-13,307077295,2006-12-15 00:00:00,116,55000000,163566459
Push,PG-13,48858618,2009-02-06 00:00:00,111,38000000,31811527
Pushing Tin,R,N/A,1999-04-23 00:00:00,124,33000000,8408835
Puss in Boots,PG,554987477,2011-10-28 00:00:00,90,130000000,149260504
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
Quantum of Solace,PG-13,586090727,2008-11-14 00:00:00,106,200000000,168368427
Quarantine,R,41319906,2008-10-10 00:00:00,89,12000000,31691811
Queen of the Damned,R,45479110,2002-02-22 00:00:00,111,35000000,30336800
Quest for Fire,R,N/A,1982-02-12 00:00:00,100,12500000,20959585
The Quick and the Dead,R,N/A,1995-02-10 00:00:00,105,32000000,18636537
The Quiet American,R,27674124,2002-11-22 00:00:00,118,30000000,12988801
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
R.I.P.D.,PG-13,78324220,2013-07-19 00:00:00,96,130000000,33618855
Rabbit Hole,PG-13,5129058,2010-12-17 00:00:00,92,5000000,2229058
Radio,PG,53293628,2003-10-24 00:00:00,105,35000000,52333738
The Rage: Carrie 2,R,N/A,1999-03-12 00:00:00,110,21000000,17762705
Raiders of the Lost Ark,PG,389925971,1981-06-12 00:00:00,115,18000000,212222025
Rain Man,R,354825435,1988-12-16 00:00:00,133,25000000,172825435
Raise Your Voice,PG,14867514,2004-10-08 00:00:00,107,15000000,10411980
Rambling Rose,R,N/A,1991-09-20 00:00:00,112,7500000,6266621
Rambo,R,113244290,2008-01-25 00:00:00,93,50000000,42754105
Rambo III,R,189015611,1988-05-25 00:00:00,102,63000000,53715611
Ramona and Beezus,G,27293743,2010-07-23 00:00:00,104,15000000,26167002
Ran,R,N/A,1985-09-27 00:00:00,160,11500000,3607393
Random Hearts,R,74608570,1999-10-08 00:00:00,133,64000000,31502583
Rango,PG,245724603,2011-03-04 00:00:00,107,135000000,123477607
Rapa Nui,R,N/A,1994-09-09 00:00:00,107,20000000,305070
Ratatouille,G,623722818,2007-06-29 00:00:00,111,150000000,206445654
The Raven,R,29657751,2012-04-27 00:00:00,103,26000000,16008272
Ravenous,R,N/A,1999-03-19 00:00:00,100,12000000,2062405
Ray,PG-13,124731534,2004-10-29 00:00:00,152,40000000,75331600
