movie title,rating,worldwide total gross,release date,runtime (mins),production budget,domestic total gross
Hamlet (1996),PG-13,4739189,1996-12-27 00:00:00,242,18000000,4708156
Hamlet 2,R,4925288,2008-08-22 00:00:00,92,9000000,4886216
Hancock,PG-13,624386746,2008-07-02 00:00:00,92,150000000,227946274
Hanging Up,PG-13,51880044,2000-02-18 00:00:00,95,60000000,36050230
Hangman's Curse,PG-13,N/A,2003-09-12 00:00:00,106,2000000,168406
The Hangover,R,467483912,2009-06-05 00:00:00,96,35000000,277322503
The Hangover Part II,R,586764305,2011-05-26 00:00:00,102,80000000,254464305
The Hangover Part III,R,362000072,2013-05-23 00:00:00,100,103000000,112200072
Hanna,PG-13,63782078,2011-04-08 00:00:00,111,30000000,40259119
Hannibal,R,351692268,2001-02-09 00:00:00,131,87000000,165092268
Hansel and Gretel: Witch Hunters,R,226349749,2013-01-25 00:00:00,88,50000000,55703475
The Happening,R,163403799,2008-06-13 00:00:00,91,48000000,64506874
Happy Feet,PG,384335608,2006-11-17 00:00:00,108,100000000,198000317
Happy Gilmore,PG-13,41205099,1996-02-16 00:00:00,92,12000000,38824099
"Happy, Texas",PG-13,N/A,1999-10-01 00:00:00,98,2500000,1955933
Hard Rain,R,N/A,1998-01-16 00:00:00,110,70000000,19870567
Hardball,PG-13,44102389,2001-09-14 00:00:00,106,32000000,40222729
Harley Davidson and the Marlboro Man,R,N/A,1991-08-23 00:00:00,98,23000000,7434726
Harold and Kumar Escape from Guantanamo Bay,R,43493123,2008-04-25 00:00:00,102,12000000,38108728
Harold and Kumar Go to White Castle,R,23936908,2004-07-30 00:00:00,88,9000000,18250550
Harriet the Spy,PG,N/A,1996-07-12 00:00:00,96,12000000,26570048
Harry Brown,R,10329747,2010-04-30 00:00:00,103,7300000,1818681
Harry Potter and the Chamber of Secrets,PG,878979634,2002-11-15 00:00:00,161,100000000,261988482
Harry Potter and the Goblet of Fire,PG-13,896911078,2005-11-18 00:00:00,153,150000000,290013036
Harry Potter and the Half-Blood Prince,PG,934416487,2009-07-15 00:00:00,153,250000000,301959197
Harry Potter and the Order of the Phoenix,PG-13,939885929,2007-07-11 00:00:00,139,150000000,292004738
Harry Potter and the Prisoner of Azkaban,PG,796688549,2004-06-04 00:00:00,142,130000000,249541069
Harry Potter and the Sorcerer's Stone,PG,974755371,2001-11-16 00:00:00,153,125000000,317575550
Hart's War,R,32287044,2002-02-15 00:00:00,125,70000000,19077641
The Hateful Eight,R,155631445,2015-12-25 00:00:00,167,44000000,54100678
A Haunted House,R,60141683,2013-01-11 00:00:00,80,2500000,40041683
A Haunted House 2,R,23959486,2014-04-18 00:00:00,87,4000000,17329486
The Haunted Mansion,PG,182290266,2003-11-26 00:00:00,99,90000000,75847266
The Haunting,PG-13,177311151,1999-07-23 00:00:00,113,80000000,91411151
Havana,R,N/A,1990-12-14 00:00:00,145,40000000,9243140
,R,N/A,N/A,86,9000000,N/A
Haywire,R,33372606,2012-01-20 00:00:00,93,23000000,18942396
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
Head of State,PG-13,38620484,2003-03-28 00:00:00,95,35200000,38125247
Head Over Heels,PG-13,13127022,2001-02-02 00:00:00,87,14000000,10424470
Heartbreakers,PG-13,57756408,2001-03-23 00:00:00,122,35000000,40336607
Hearts in Atlantis,PG-13,30919415,2001-09-28 00:00:00,101,31000000,24185781
The Heat,R,229930771,2013-06-28 00:00:00,117,43000000,159582188
Heaven and Earth,PG-13,N/A,1993-12-25 00:00:00,140,33000000,5864949
Heaven is for Real,PG,101332962,2014-04-16 00:00:00,100,12000000,91443253
Heaven's Gate,R,N/A,1980-11-19 00:00:00,219,44000000,3484331
Heavenly Creatures,R,N/A,1994-11-16 00:00:00,99,5000000,3049135
The Hebrew Hammer,Unrated,82157,2003-12-19 00:00:00,85,2000000,82157
Heist,R,28510652,2001-11-09 00:00:00,111,39000000,23510841
Heist (2015),R,50136,2015-11-13 00:00:00,93,8900000,50136
Hell's Kitchen,Unrated,N/A,1999-12-03 00:00:00,N/A,6000000,11710
Hellboy,PG-13,99318987,2004-04-02 00:00:00,112,66000000,59623958
Hellboy II: The Golden Army,PG-13,160388063,2008-07-11 00:00:00,110,85000000,75986503
The Help,PG-13,216639112,2011-08-10 00:00:00,137,25000000,169708112
Henry V,PG-13,N/A,1989-11-08 00:00:00,137,9000000,10161099
Her (2013),R,47351251,2013-12-18 00:00:00,120,23000000,25568251
Herbie: Fully Loaded,G,144146816,2005-06-22 00:00:00,92,50000000,66023816
Hercules,G,252712101,1997-06-15 00:00:00,92,85000000,99112101
Hercules (2014),PG-13,244819862,2014-07-25 00:00:00,98,100000000,72688614
Here on Earth,PG-13,10873148,2000-03-24 00:00:00,96,15000000,10522168
Hereafter,PG-13,105197635,2010-10-15 00:00:00,129,50000000,32746941
Hero,PG-13,177394432,2004-08-27 00:00:00,99,31000000,53710019
Hesher,R,382946,2011-05-13 00:00:00,109,7000000,382946
Hey Arnold! The Movie,PG,15249308,2002-06-28 00:00:00,75,3000000,13728902
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
Hidalgo,PG-13,108103450,2004-03-05 00:00:00,136,100000000,67303450
Hideous Kinky,R,N/A,1999-04-16 00:00:00,98,12000000,1263279
High Crimes,PG-13,63781810,2002-04-05 00:00:00,115,42000000,41543917
High Fidelity,R,47126295,2000-03-31 00:00:00,114,30000000,27287137
High Heels and Low Lifes,R,228194,2001-10-26 00:00:00,86,10000000,228194
High School Musical 3: Senior Year,G,252909177,2008-10-24 00:00:00,100,11000000,90559416
High Strung,PG,N/A,1992-12-04 00:00:00,93,300000,904
Higher Ground,R,841733,2011-08-26 00:00:00,109,2000000,841733
Highlander: Endgame,R,15843608,2000-09-01 00:00:00,88,25000000,12811858
The Hills Have Eyes,R,69623713,2006-03-10 00:00:00,105,15000000,41778863
The Hills Have Eyes 2,R,37466538,2007-03-23 00:00:00,89,15000000,20804166
A History of Violence,R,60740827,2005-09-23 00:00:00,96,32000000,31504633
Hit and Run,R,14453354,2012-08-22 00:00:00,100,2000000,13749300
Hitch,PG-13,368100420,2005-02-11 00:00:00,115,70000000,179495555
The Hitchhiker's Guide to the Galaxy,PG,104478416,2005-04-29 00:00:00,103,50000000,51085416
Hitman: Agent 47,R,82347656,2015-08-21 00:00:00,96,35000000,22467450
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
The Hoax,R,11772461,2007-04-06 00:00:00,115,25000000,7164995
Holes,PG,71406573,2003-04-18 00:00:00,117,20000000,67406573
The Holiday,PG-13,205135324,2006-12-08 00:00:00,136,85000000,63224849
Hollow Man,R,190213455,2000-08-04 00:00:00,113,95000000,73209340
Hollywood Homicide,PG-13,51142659,2003-06-13 00:00:00,111,75000000,30940691
Hollywood Shuffle,R,N/A,1987-03-20 00:00:00,78,100000,5228617
Holy Man,PG,N/A,1998-10-09 00:00:00,114,60000000,12069719
Home (2015),PG,386041607,2015-03-27 00:00:00,94,135000000,177397510
Home Alone,PG,476684675,1990-11-16 00:00:00,105,18000000,285761243
Home Alone 3,PG,79082515,1997-12-12 00:00:00,102,32000000,30882515
A Home at the End of the World,R,1548955,2004-07-23 00:00:00,120,6500000,1029872
Home Fries,PG-13,N/A,1998-11-27 00:00:00,93,35000000,10459961
Home Movies,PG,N/A,1980-05-16 00:00:00,90,400000,89134
Home on the Range,PG,103951461,2004-04-02 00:00:00,76,110000000,50030461
The Home Teachers,PG,N/A,2004-01-09 00:00:00,81,425000,203917
Homefront,R,43058898,2013-11-27 00:00:00,110,22000000,20158898
Honey,PG-13,62228395,2003-12-05 00:00:00,94,18000000,30308417
Honeymoon in Vegas,PG-13,N/A,1992-08-28 00:00:00,97,25000000,35208854
The Honeymooners,PG-13,13183426,2005-06-10 00:00:00,85,25000000,12843849
Hoodwinked Too! Hood vs. Evil,PG,16960968,2011-04-29 00:00:00,85,30000000,10143779
Hook,PG,300854823,1991-12-11 00:00:00,142,70000000,119654823
Hoot,PG,8224998,2006-05-05 00:00:00,90,15000000,8117637
Hop,PG,183953723,2011-04-01 00:00:00,90,63000000,108085305
Horrible Bosses,R,209638559,2011-07-08 00:00:00,100,35000000,117538559
Horrible Bosses 2,R,107670357,2014-11-26 00:00:00,108,42000000,54445357
The Host (2013),PG-13,63327201,2013-03-29 00:00:00,125,40000000,26627201
Hostel,R,80578934,2006-01-06 00:00:00,95,4800000,47326473
Hostel Part II,R,35619521,2007-06-08 00:00:00,94,10200000,17609452
Hot Pursuit,PG-13,51680201,2015-05-08 00:00:00,87,35000000,34580201
Hot Shots!,PG-13,181096164,1991-08-02 00:00:00,84,26000000,69467617
Hot Tub Time Machine,R,64572262,2010-03-26 00:00:00,100,36000000,50287556
Hot Tub Time Machine 2,R,13081651,2015-02-20 00:00:00,93,14000000,12314651
Hotel Transylvania,PG,358375603,2012-09-28 00:00:00,91,85000000,148313048
Hotel Transylvania 2,PG,469384471,2015-09-25 00:00:00,89,80000000,169700110
The Hours,PG-13,108846072,2002-12-27 00:00:00,114,25000000,41675994
House at the End of The Street,PG-13,39462138,2012-09-21 00:00:00,101,10000000,31611916
The House Bunny,PG-13,70442940,2008-08-22 00:00:00,94,25000000,48237389
"House of 1,000 Corpses",R,16829545,2003-04-11 00:00:00,88,7000000,12634962
House of Sand and Fog,R,16942795,2003-12-19 00:00:00,126,16500000,13040288
House of the Dead,R,13818181,2003-10-10 00:00:00,92,12000000,10249719
The House of the Spirits,R,N/A,1994-04-01 00:00:00,133,40000000,6265311
House of Wax,GP,N/A,1953-04-10 00:00:00,90,1000000,23750000
House of Wax,R,68766121,2005-05-06 00:00:00,110,40000000,32064800
The House of Yes,R,N/A,1997-10-10 00:00:00,85,1500000,626057
House on Haunted Hill,R,40846082,1999-10-29 00:00:00,95,37000000,40846082
House Party 2,R,N/A,1991-10-25 00:00:00,94,5000000,19438638
How Do You Know,PG-13,48668907,2010-12-17 00:00:00,116,120000000,30212620
How High,R,31283740,2001-12-21 00:00:00,93,20000000,31178740
How Stella Got Her Groove Back,R,39278722,1998-08-14 00:00:00,124,20000000,37672941
How the Grinch Stole Christmas,PG,345141403,2000-11-17 00:00:00,104,123000000,260044825
How to Be Single,R,105343513,2016-02-12 00:00:00,110,38000000,46843513
How to Deal,PG-13,14308132,2003-07-18 00:00:00,102,16000000,14195227
How to Lose Friends and Alienate People,R,19151797,2008-10-03 00:00:00,110,28000000,2778752
How to Train Your Dragon,PG,494878759,2010-03-26 00:00:00,98,165000000,217581231
How to Train Your Dragon 2,PG,621537519,2014-06-13 00:00:00,105,145000000,177002924
Howard the Duck,PG,37962774,1986-08-01 00:00:00,111,37000000,16295774
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
Hudson Hawk,R,N/A,1991-05-24 00:00:00,95,65000000,17218080
The Hudsucker Proxy,PG,N/A,1994-03-11 00:00:00,111,40000000,2816518
Hulk,PG-13,245360480,2003-06-20 00:00:00,135,137000000,132177234
Human Error,Unrated,N/A,2005-09-16 00:00:00,95,1500000,N/A
The Human Stain,R,24863804,2003-10-31 00:00:00,110,30000000,5381908
The Hunchback of Notre Dame,G,325338851,1996-06-21 00:00:00,91,100000000,100138851
The Hundred-Foot Journey,PG,88880821,2014-08-08 00:00:00,122,22000000,54240821
The Hunger Games,PG-13,694394724,2012-03-23 00:00:00,142,78000000,408010692
The Hunger Games: Catching Fire,PG-13,865011746,2013-11-22 00:00:00,146,130000000,424668047
The Hunger Games: Mockingjay - Part 1,PG-13,755356711,2014-11-21 00:00:00,123,125000000,337135885
The Hunger Games: Mockingjay - Part 2,PG-13,653428261,2015-11-20 00:00:00,137,160000000,281723902
The Hunt for Red October,PG,200512643,1990-03-02 00:00:00,134,30000000,122012643
The Hunted,R,45496534,2003-03-14 00:00:00,94,55000000,34244097
Hurlyburly,R,1798862,1998-12-25 00:00:00,123,15000000,1798862
The Hurricane,R,73956241,1999-12-29 00:00:00,146,50000000,50699241
Hurricane Streets,R,N/A,1998-02-13 00:00:00,86,500000,375634
The Hurt Locker,R,49230772,2009-06-26 00:00:00,130,15000000,17017811
Hustle and Flow,R,23563727,2005-07-22 00:00:00,114,2800000,22202809
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
I Am Legend,PG-13,585349010,2007-12-14 00:00:00,100,150000000,256393010
I Am Number Four,PG-13,149878437,2011-02-18 00:00:00,104,60000000,55100437
I Capture the Castle,R,6586341,2003-07-11 00:00:00,113,8000000,1179035
I Don't Know How She Does It,PG-13,30551495,2011-09-16 00:00:00,95,24000000,9662284
I Dreamed of Africa,PG-13,14400327,2000-05-05 00:00:00,115,50000000,6651522
