movie title,rating,worldwide total gross,release date,runtime (mins),production budget,domestic total gross
For Richer or Poorer,PG-13,32748995,1997-12-12 00:00:00,116,35000000,31642995
For the Boys,R,23202444,1991-11-22 00:00:00,138,40000000,17860280
For Whom the Bell Tolls,Unrated,N/A,1943-07-14 00:00:00,166,3000000,N/A
Forces of Nature,PG-13,93888180,1999-03-19 00:00:00,105,75000000,52888180
The Forest,PG-13,37608299,2016-01-08 00:00:00,95,10000000,26594261
Forgetting Sarah Marshall,R,105173115,2008-04-18 00:00:00,111,30000000,63172463
The Forgotten,PG-13,117592831,2004-09-24 00:00:00,89,42000000,67133509
Formula 51,R,14439698,2002-10-18 00:00:00,92,27000000,5204007
Forrest Gump,PG-13,677945399,1994-07-06 00:00:00,141,55000000,329694499
The Forsaken,R,8704851,2001-04-27 00:00:00,91,15000000,7288451
Fortress,R,N/A,1993-09-03 00:00:00,95,8000000,6739141
Forty Shades of Blue,R,172569,2005-09-30 00:00:00,108,1500000,75828
The Fountain,PG-13,15978422,2006-11-22 00:00:00,96,35000000,10144010
Four Brothers,R,92374674,2005-08-12 00:00:00,108,45000000,74494381
Four Christmases,PG-13,163733697,2008-11-26 00:00:00,82,80000000,120146040
The Four Feathers,PG-13,29882645,2002-09-20 00:00:00,125,35000000,18306166
The Four Horsemen of the Apocalypse,Unrated,N/A,1921-03-06 00:00:00,134,800000,9183673
Four Weddings and a Funeral,R,245700832,1994-03-11 00:00:00,118,4400000,52700832
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
Frailty,R,17423030,2002-04-12 00:00:00,100,11000000,13110448
Frankenhooker,R,N/A,1990-06-01 00:00:00,85,2500000,205068
Frankenweenie,PG,81491068,2012-10-05 00:00:00,87,39000000,35291068
Freakonomics,PG-13,117678,2010-10-01 00:00:00,85,2900000,101270
Freaky Friday,PG,160846332,2003-08-06 00:00:00,97,20000000,110230332
Freddy Got Fingered,R,14333252,2001-04-20 00:00:00,87,14000000,14254993
Freddy Vs. Jason,R,114908830,2003-08-15 00:00:00,98,30000000,82622655
Freddy's Dead: The Final Nightmare,R,N/A,1991-09-13 00:00:00,89,11000000,34872033
Free Birds,PG,110387072,2013-11-01 00:00:00,90,55000000,55750480
Freedom Writers,PG-13,43090741,2007-01-05 00:00:00,123,21000000,36605602
Freeway,R,N/A,1996-08-23 00:00:00,110,3000000,295493
Frequency,PG-13,68106245,2000-04-28 00:00:00,119,31000000,45010278
Frida,R,56298474,2002-10-25 00:00:00,123,12000000,25885000
Friday,R,28215918,1995-04-28 00:00:00,91,3500000,27467564
Friday Night Lights,PG-13,61950770,2004-10-08 00:00:00,107,30000000,61255921
Friday the 13th (2009),R,91379051,2009-02-13 00:00:00,95,19000000,65002019
Friends with Benefits,R,149542245,2011-07-22 00:00:00,120,35000000,55802754
Friends with Money,R,18245244,2006-04-07 00:00:00,87,6500000,13368437
Fright Night (2011),R,41002607,2011-08-19 00:00:00,106,30000000,18302607
From Dusk Till Dawn,R,N/A,1996-01-19 00:00:00,100,19000000,25836616
From Hell,R,74558115,2001-10-19 00:00:00,122,35000000,31602566
From Justin to Kelly,PG,N/A,2003-06-20 00:00:00,81,12000000,4928883
From Paris with Love,R,52826594,2010-02-05 00:00:00,95,52000000,24077427
Frost/Nixon,R,27426335,2008-12-05 00:00:00,122,25000000,18622031
Frozen,PG,1276480335,2013-11-22 00:00:00,108,150000000,400738009
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
Full Frontal,R,3438804,2002-08-02 00:00:00,111,2000000,2512846
Full Metal Jacket,R,N/A,1987-06-26 00:00:00,116,30000000,46357676
The Full Monty,R,257938649,1997-08-15 00:00:00,91,3500000,45950122
Fun Size,PG-13,11417362,2012-10-26 00:00:00,90,14000000,9409538
Fun with Dick and Jane,PG-13,202026112,2005-12-21 00:00:00,90,100000000,110332737
Funny People,R,71585235,2009-07-31 00:00:00,136,75000000,51855045
Furious 7,PG-13,1516045911,2015-04-03 00:00:00,137,190000000,353007020
Furry Vengeance,PG,36236710,2010-04-30 00:00:00,92,35000000,17630465
Fury (2014),R,211817906,2014-10-17 00:00:00,134,68000000,85817906
The Future,R,568662,2011-07-29 00:00:00,91,1000000,568662
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
G-Force,PG,292817841,2009-07-24 00:00:00,90,150000000,119436770
G.I. Joe: Retaliation,PG-13,375740705,2013-03-28 00:00:00,99,130000000,122523060
G.I. Joe: The Rise of Cobra,PG-13,302469017,2009-08-07 00:00:00,118,175000000,150201498
Galaxy Quest,PG,90683916,1999-12-25 00:00:00,102,45000000,71583916
The Gallows,R,42964410,2015-07-10 00:00:00,81,100000,22764410
The Gambler,R,39280992,2014-12-25 00:00:00,111,25000000,33680992
The Game of Their Lives,PG,388998,2005-04-22 00:00:00,101,20000000,375750
Gangs of New York,R,193772504,2002-12-20 00:00:00,160,100000000,77812000
Gangster Squad,R,105200903,2013-01-11 00:00:00,113,60000000,46000903
Gangster's Paradise: Jerusalema,R,N/A,2010-06-11 00:00:00,120,2000000,7294
Garden State,R,35825316,2004-07-28 00:00:00,109,2500000,26782316
Garfield: The Movie,PG,200804534,2004-06-11 00:00:00,85,50000000,75369589
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
The General's Daughter,R,149705852,1999-06-18 00:00:00,117,95000000,102705852
Gentlemen Broncos,PG-13,118492,2009-10-30 00:00:00,89,10000000,113682
George A. Romero's Land of the Dead,R,46770602,2005-06-24 00:00:00,93,15000000,20700082
George A. Romero's Survival of the Dead,R,143191,2010-05-28 00:00:00,90,4000000,101740
George of the Jungle,PG,174463257,1997-07-18 00:00:00,92,55000000,105263257
Geronimo: An American Legend,PG-13,N/A,1993-12-10 00:00:00,115,35000000,18635620
Get Carter,R,19412993,2000-10-06 00:00:00,102,63600000,14967182
Get Hard,R,111711453,2015-03-27 00:00:00,100,40000000,90411453
Get Him to the Greek,R,91261479,2010-06-04 00:00:00,109,40000000,60974475
Get Low,PG-13,9695282,2010-07-30 00:00:00,100,7000000,9176933
Get Over It,PG-13,19900366,2001-03-09 00:00:00,86,22000000,11576464
Get Rich or Die Tryin',R,46442528,2005-11-09 00:00:00,134,40000000,30985352
Get Smart,PG-13,230685453,2008-06-20 00:00:00,110,80000000,130319208
Getaway (2013),PG-13,N/A,2013-08-30 00:00:00,94,18000000,10501938
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
Ghost,PG-13,505702588,1990-07-13 00:00:00,128,22000000,217631306
Ghost Rider,PG-13,228738393,2007-02-16 00:00:00,110,110000000,115802596
Ghost Rider: Spirit of Vengeance,PG-13,132563930,2012-02-17 00:00:00,95,57000000,51774002
Ghost Ship,R,68349884,2002-10-25 00:00:00,88,20000000,30113491
Ghost Town,PG-13,27074492,2008-09-19 00:00:00,102,20000000,13367624
Ghost World,R,8764007,2001-07-20 00:00:00,111,7000000,6217849
The Ghost Writer,PG-13,60222298,2010-02-19 00:00:00,128,45000000,15541549
Ghostbusters,PG,295212467,1984-06-08 00:00:00,107,30000000,229242989
The Gift (2015),R,58978653,2015-08-07 00:00:00,108,5000000,43787265
Gigli,R,7266209,2003-08-01 00:00:00,124,54000000,6087542
Ginger Snaps II: Unleashed,R,80372,2004-01-30 00:00:00,94,3500000,80372
The Girl on the Train,Unrated,305140,2010-01-22 00:00:00,105,9000000,208023
The Girl with the Dragon Tattoo,R,104395170,2010-03-19 00:00:00,152,13000000,10095170
The Girl with the Dragon Tattoo (2011),R,232617430,2011-12-21 00:00:00,160,90000000,102515793
"Girl, Interrupted",R,48350205,1999-12-21 00:00:00,127,40000000,28912646
"Give 'Em Hell, Harry!",PG,N/A,1975-09-18 00:00:00,104,230000,11000000
The Giver,PG-13,66980456,2014-08-15 00:00:00,91,25000000,45090374
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
Gladiator,R,457640427,2000-05-05 00:00:00,155,103000000,187705427
The Glass House,PG-13,23619609,2001-09-14 00:00:00,111,30000000,18150259
Glee The 3D Concert Movie,PG,18663238,2011-08-12 00:00:00,100,9000000,11862398
Glitter,PG-13,5271666,2001-09-21 00:00:00,104,22000000,4274407
Gloria,R,N/A,1999-01-22 00:00:00,108,30000000,4197729
Go,R,28451622,1999-04-09 00:00:00,98,20000000,16943454
God's Army 2: States of Grace,PG-13,N/A,2005-11-04 00:00:00,128,800000,203144
God's Not Dead,PG,62630732,2014-03-21 00:00:00,113,2000000,60755732
The Godfather,R,245066411,1972-03-15 00:00:00,175,6000000,133698921
The Godfather Part II,R,N/A,1974-12-12 00:00:00,200,13000000,47542841
The Godfather Part III,R,136766062,1990-12-25 00:00:00,162,54000000,66666062
Gods and Generals,PG-13,12923936,2003-02-21 00:00:00,210,56000000,12882934
Gods and Monsters,R,6451628,1998-11-06 00:00:00,105,10000000,6451628
Gods of Egypt,PG-13,138669740,2016-02-26 00:00:00,127,140000000,30890989
Godsend,PG-13,30114487,2004-04-30 00:00:00,102,25000000,14379751
Godzilla,PG-13,379014294,1998-05-20 00:00:00,140,130000000,136314294
Godzilla (2014),PG-13,529076069,2014-05-16 00:00:00,123,160000000,200676069
Godzilla 2000,PG,12924063,2000-08-18 00:00:00,99,13000000,10037390
Going the Distance,R,42052757,2010-09-03 00:00:00,97,32000000,17804299
Going Under,Unrated,N/A,2006-06-15 00:00:00,98,50000,3917
The Golden Compass,PG-13,372234864,2007-12-07 00:00:00,113,180000000,70107728
Gone Baby Gone,R,34619699,2007-10-19 00:00:00,114,19000000,20300218
Gone Girl,R,369330363,2014-10-03 00:00:00,145,61000000,167767189
Gone in 60 Seconds,PG-13,237202299,2000-06-09 00:00:00,117,90000000,101648571
Good Boy!,PG,45312217,2003-10-10 00:00:00,96,18000000,37667746
A Good Day to Die Hard,R,304654182,2013-02-14 00:00:00,97,92000000,67349198
The Good Girl,R,16856124,2002-08-07 00:00:00,93,8000000,14018296
The Good Guy,R,N/A,2010-02-19 00:00:00,90,10000000,100688
"Good Night, and Good Luck.",PG,54641191,2005-10-07 00:00:00,90,7000000,31558003
The Good Thief,R,5756945,2003-04-02 00:00:00,109,30000000,3517797
A Good Year,PG-13,42064105,2006-11-10 00:00:00,118,35000000,7459300
"The Good, the Bad, the Weird",R,44261209,2010-04-23 00:00:00,130,10000000,128486
Goodbye Lover,R,N/A,1999-04-16 00:00:00,101,20000000,1940299
"The Goods: Live Hard, Sell Hard",R,15294910,2009-08-14 00:00:00,89,10000000,15122676
Goosebumps,PG,156696237,2015-10-16 00:00:00,103,58000000,80080379
Gosford Park,R,87754044,2001-12-26 00:00:00,137,19800000,41308615
The Gospel,PG,15778152,2005-10-07 00:00:00,93,4000000,15778152
The Gospel of John,PG-13,4069090,2003-09-26 00:00:00,173,10000000,4069090
Gossip,R,12591270,2000-04-21 00:00:00,90,24000000,5108820
Gothika,R,141591324,2003-11-21 00:00:00,95,40000000,59694580
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
Gracie,PG-13,3826568,2007-06-01 00:00:00,95,9000000,2956339
Gran Torino,R,269958228,2008-12-12 00:00:00,116,33000000,148095302
The Grand Budapest Hotel,R,174801324,2014-03-07 00:00:00,100,25000000,59301324
Grand Theft Auto,PG,N/A,1977-06-16 00:00:00,84,602000,N/A
Grandma (2015),R,7087452,2015-08-21 00:00:00,78,600000,6980524
Gravity,PG-13,723192705,2013-10-04 00:00:00,91,100000000,274092705
Grease,PG,394955690,1978-06-16 00:00:00,110,6000000,159978870
The Great Gatsby (2013),PG-13,351040419,2013-05-10 00:00:00,143,105000000,144840419
