movie title,rating,worldwide total gross,release date,runtime (mins),production budget,domestic total gross
Never Back Down,PG-13,41627431,2008-03-14 00:00:00,110,20000000,24850922
Never Been Kissed,PG-13,84565230,1999-04-09 00:00:00,107,25000000,55474756
Never Let Me Go,R,9455232,2010-09-15 00:00:00,104,15000000,2434652
The New Guy,PG-13,31167388,2002-05-10 00:00:00,100,13000000,29760152
New Jack City,R,N/A,1991-03-08 00:00:00,100,8000000,47624353
New Suit,R,N/A,2003-05-02 00:00:00,92,1000000,71743
The New World,PG-13,30536013,2005-12-25 00:00:00,150,30000000,12712093
New Year's Eve,PG-13,142044638,2011-12-09 00:00:00,117,56000000,54544638
New York Minute,PG,21289826,2004-05-07 00:00:00,86,30000000,14071441
Newsies,PG,N/A,1992-04-10 00:00:00,210,15000000,2819485
The Next Best Thing,PG-13,24362772,2000-03-03 00:00:00,108,25000000,14990582
Next Friday,R,59827328,2000-01-12 00:00:00,98,11000000,57328603
The Next Three Days,PG-13,67448651,2010-11-19 00:00:00,122,30000000,21148651
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
Nick and Norah's Infinite Playlist,PG-13,33506137,2008-10-03 00:00:00,90,10000000,31487293
Night at the Museum: Battle of the Smithsonian,PG,413106170,2009-05-22 00:00:00,105,150000000,177243721
Night at the Museum: Secret of the Tomb,PG,363204635,2014-12-19 00:00:00,97,127000000,113746621
The Night Before,R,52395996,2015-11-20 00:00:00,101,25000000,43047372
Nightcrawler,R,38697217,2014-10-31 00:00:00,117,8500000,32381217
A Nightmare on Elm Street (2010),R,115664037,2010-04-30 00:00:00,90,35000000,63075011
Nil by Mouth,R,N/A,1998-02-06 00:00:00,128,9000000,266130
Nim's Island,PG,100076342,2008-04-04 00:00:00,95,37000000,48006762
Nine,PG-13,53998806,2009-12-18 00:00:00,110,80000000,19676965
Ninja Assassin,R,61601280,2009-11-25 00:00:00,99,40000000,38122883
The Ninth Gate,R,58401898,2000-03-10 00:00:00,133,38000000,18661336
Nixon,R,N/A,1995-12-22 00:00:00,212,44000000,13681765
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
No Good Deed,R,181600,2003-09-12 00:00:00,97,12000000,181600
No Good Deed (2014),PG-13,54323210,2014-09-12 00:00:00,84,13200000,52543632
No Looking Back,R,N/A,1998-03-27 00:00:00,96,5000000,222099
No Strings Attached,R,149228077,2011-01-21 00:00:00,110,25000000,70662220
Noah,PG-13,362637473,2014-03-28 00:00:00,138,125000000,101200044
Non-Stop,PG-13,222809600,2014-02-28 00:00:00,110,50000000,92168600
Norbit,PG-13,159313561,2007-02-09 00:00:00,110,60000000,95673607
North,PG,N/A,1994-07-22 00:00:00,88,40000000,7182747
North Country,R,25211175,2005-10-21 00:00:00,126,35000000,18337722
Not Another Teen Movie,R,66468332,2001-12-14 00:00:00,89,15000000,38252284
Not Easily Broken,PG-13,10726909,2009-01-09 00:00:00,99,5000000,10572742
Not Fade Away,R,N/A,2012-12-21 00:00:00,112,20000000,610792
The Notebook,PG-13,115603229,2004-06-25 00:00:00,124,29000000,81001787
Nothing But Trouble,PG-13,N/A,1991-02-15 00:00:00,93,40000000,8479793
Nothing to Lose,R,N/A,1997-07-18 00:00:00,97,25000000,44480039
Notorious (2009),R,44371751,2009-01-16 00:00:00,122,20000000,36843682
Notting Hill,PG-13,363889678,1999-05-28 00:00:00,124,42000000,116089678
November,R,N/A,2005-07-22 00:00:00,78,1500000,192186
Novocaine,R,2534372,2001-11-16 00:00:00,95,8000000,2036682
Now You See Me,PG-13,351723989,2013-05-31 00:00:00,116,75000000,117723989
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
The Number 23,R,77566815,2007-02-23 00:00:00,95,30000000,35193167
Nurse Betty,R,29360400,2000-09-08 00:00:00,110,35000000,25170054
The Nut Job,PG,120885527,2014-01-17 00:00:00,86,42000000,64251541
The Nutcracker,G,N/A,1993-11-24 00:00:00,93,19000000,2119994
The Nutcracker in 3D,PG,16178959,2010-11-24 00:00:00,108,90000000,195459
The Nutty Professor (1996),PG-13,273961019,1996-06-28 00:00:00,103,54000000,128814019
The Nutty Professor II: The Klumps,PG-13,166339890,2000-07-28 00:00:00,106,84000000,123309890
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
O.C. and Stiggs,R,N/A,1987-07-10 00:00:00,109,7000000,29815
Oblivion,PG-13,286168572,2013-04-19 00:00:00,125,120000000,89107235
Observe and Report,R,26973554,2009-04-10 00:00:00,106,18000000,24007324
Obsessed,PG-13,73830340,2009-04-24 00:00:00,105,20000000,68261644
Ocean's Eleven,PG-13,450717150,2001-12-07 00:00:00,116,85000000,183417150
Ocean's Twelve,PG-13,362744280,2004-12-10 00:00:00,124,110000000,125544280
Oceans,G,82651439,2010-04-22 00:00:00,103,80000000,19422319
October Sky,PG,34675800,1999-02-19 00:00:00,115,25000000,32547800
Oculus,R,44030246,2014-04-11 00:00:00,105,5000000,27695246
Office Space,R,N/A,1999-02-19 00:00:00,89,10000000,10827810
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
The OH in Ohio,R,648183,2006-07-14 00:00:00,91,5000000,418689
Old Dogs,PG,96753696,2009-11-25 00:00:00,88,35000000,49492060
Old School,R,87055349,2003-02-21 00:00:00,91,24000000,75585093
Oldboy (2013),R,4861022,2013-11-27 00:00:00,120,30000000,2193658
Oliver Twist,PG-13,42580321,2005-09-23 00:00:00,130,60000000,2080321
Olympus Has Fallen,R,161025640,2013-03-22 00:00:00,120,70000000,98925640
The Omega Code,PG-13,N/A,1999-10-15 00:00:00,100,8000000,12614346
The Omen (2006),R,119496523,2006-06-06 00:00:00,105,25000000,54607383
On Deadly Ground,R,N/A,1994-02-18 00:00:00,101,50000000,38590458
On the Line,PG,4403019,2001-10-26 00:00:00,86,16000000,4365455
Once,R,20710513,2007-05-16 00:00:00,85,150000,9439923
Once Upon a Time in Mexico,R,98185582,2003-09-12 00:00:00,97,29000000,56359780
Ondine,PG-13,1644755,2010-06-04 00:00:00,102,12000000,550472
One Day,PG-13,59389433,2011-08-19 00:00:00,107,15000000,13843771
One Direction: This is Us,PG,68532898,2013-08-30 00:00:00,92,10000000,28873374
One Flew Over the Cuckoo's Nest,R,N/A,1975-11-20 00:00:00,133,3000000,108981275
One For the Money,PG-13,36893721,2012-01-27 00:00:00,91,40000000,26414527
One Hour Photo,R,52223306,2002-08-21 00:00:00,95,12000000,31597131
One Missed Call,PG-13,45847751,2008-01-04 00:00:00,87,20000000,26890041
One Night at McCool's,R,13473370,2001-04-27 00:00:00,93,18000000,6290673
One Night with the King,PG,13728450,2006-10-13 00:00:00,123,20000000,13395961
Onegin,PG,N/A,1999-12-17 00:00:00,106,14000000,206128
Only Lovers Left Alive,R,1879534,2014-04-11 00:00:00,123,7000000,1879534
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
Oogieloves In The BIG Balloon Adventure,G,N/A,2012-08-29 00:00:00,83,20000000,1065907
Open Range,R,68296293,2003-08-15 00:00:00,139,22000000,58331254
Open Season,PG,197309027,2006-09-29 00:00:00,100,85000000,85105259
Open Water,R,54667954,2004-08-06 00:00:00,79,500000,30610863
The Original Kings of Comedy,R,N/A,2000-08-18 00:00:00,115,13000000,38182790
Original Sin,R,35402320,2001-08-03 00:00:00,116,42000000,16534221
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
Osama,PG-13,3888902,2004-02-06 00:00:00,82,46000,1270904
The Other Boleyn Girl,PG-13,77713866,2008-02-29 00:00:00,114,35000000,26814957
The Other Guys,PG-13,170432927,2010-08-06 00:00:00,107,100000000,119219978
The Other Sister,PG-13,N/A,1999-02-26 00:00:00,130,35000000,27807627
The Other Woman (2014),PG-13,196710396,2014-04-25 00:00:00,109,40000000,83911193
The Others,PG-13,209947037,2001-08-10 00:00:00,101,17000000,96522687
Ouija,PG-13,103590271,2014-10-24 00:00:00,89,5000000,50856010
Ouija 2,Not Yet Rated,N/A,2016-10-21 00:00:00,N/A,6000000,N/A
Our Brand Is Crisis (2015),R,7002261,2015-10-30 00:00:00,108,28000000,7002261
Our Idiot Brother,R,24816118,2011-08-26 00:00:00,90,5000000,24816118
Out Cold,PG-13,14782676,2001-11-21 00:00:00,89,24000000,13906394
Out for Justice,R,N/A,1991-04-12 00:00:00,91,14000000,39673161
Out of the Furnace,R,15660668,2013-12-04 00:00:00,106,22000000,11330849
Out of Time,PG-13,55495563,2003-10-03 00:00:00,105,50000000,41088845
The Out-of-Towners,PG-13,N/A,1999-04-02 00:00:00,90,75000000,28544120
Outfoxed: Rupert Murdoch's War on Journalism,Unrated,461572,2004-08-06 00:00:00,77,200000,461572
Outlander,R,7033683,2009-01-23 00:00:00,115,50000000,166003
Outside Providence,R,N/A,1999-09-01 00:00:00,96,7000000,7302522
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
