movie title,rating,worldwide total gross,release date,runtime (mins),production budget,domestic total gross
Total Recall (2012),PG-13,198467168,2012-08-03 00:00:00,121,125000000,58877969
The Tourist,PG-13,278346189,2010-12-10 00:00:00,103,100000000,67631157
Tower Heist,PG-13,152930623,2011-11-04 00:00:00,104,75000000,78046570
The Towering Inferno,PG,N/A,1974-12-14 00:00:00,165,14000000,116000000
The Town,R,154026136,2010-09-17 00:00:00,123,37000000,92186262
Town & Country,R,10372291,2001-04-27 00:00:00,104,90000000,6719973
Toy Story 2,G,485015179,1999-11-19 00:00:00,92,90000000,245852179
Toy Story 3,G,1063171911,2010-06-18 00:00:00,103,200000000,415004880
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
Track 29,R,N/A,1988-09-09 00:00:00,90,5000000,429028
Trainwreck,R,140795793,2015-07-17 00:00:00,125,35000000,110212700
Traitor,PG-13,27664173,2008-08-27 00:00:00,110,22000000,23530831
Trance,R,24261569,2013-04-05 00:00:00,101,20000000,2328743
Transcendence,PG-13,103039258,2014-04-18 00:00:00,120,100000000,23022309
Transformers,PG-13,709709780,2007-07-03 00:00:00,143,150000000,319246193
Transformers: Age of Extinction,PG-13,1104054072,2014-06-27 00:00:00,165,210000000,245439076
Transformers: Dark of the Moon,PG-13,1123794079,2011-06-29 00:00:00,154,195000000,352390543
Transformers: Revenge of the Fallen,PG-13,836303693,2009-06-24 00:00:00,144,200000000,402111870
The Transporter,PG-13,43928932,2002-10-11 00:00:00,92,21000000,25296447
Transporter 2,PG-13,85167639,2005-09-02 00:00:00,88,32000000,43095856
Trapped,R,13414416,2002-09-20 00:00:00,110,30000000,7073251
Treasure Planet,PG,109578115,2002-11-27 00:00:00,95,140000000,38176783
The Tree of Life,PG-13,54303319,2011-05-27 00:00:00,138,32000000,13303319
Tron,PG,N/A,1982-07-09 00:00:00,96,17000000,33000000
Tron Legacy,PG,400062763,2010-12-17 00:00:00,125,170000000,172062763
Tropic Thunder,R,188072649,2008-08-13 00:00:00,107,92000000,110515313
Troy,R,497409852,2004-05-14 00:00:00,163,175000000,133378256
True Crime,R,N/A,1999-03-19 00:00:00,127,55000000,16649768
True Grit,PG-13,252276927,2010-12-22 00:00:00,110,38000000,171243005
True Identity,R,N/A,1991-08-23 00:00:00,92,15000000,4693236
True Lies,R,378882411,1994-07-15 00:00:00,144,115000000,146282411
Trust (2011),R,120016,2011-04-01 00:00:00,105,4000000,120016
