movie title,rating,worldwide total gross,release date,runtime (mins),production budget,domestic total gross
Sleepless in Seattle,PG,227799884,1993-06-25 00:00:00,105,21000000,126680884
Sleepy Hollow,R,206071502,1999-11-19 00:00:00,105,100000000,101071502
Sliding Doors,PG-13,N/A,1998-04-24 00:00:00,99,6000000,11841544
Sling Blade,R,N/A,1996-11-29 00:00:00,135,1000000,24444121
Slither,R,12834936,2006-03-31 00:00:00,96,15000000,7802450
Slumdog Millionaire,R,377910544,2008-11-12 00:00:00,120,15000000,141319928
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
Small Time Crooks,PG,29934477,2000-05-19 00:00:00,95,25000000,17266359
Smokin' Aces,R,57103895,2007-01-26 00:00:00,108,17000000,35787686
The Smurfs,PG,563749323,2011-07-29 00:00:00,86,110000000,142614158
The Smurfs 2,PG,347545360,2013-07-31 00:00:00,105,105000000,71017784
Snake Eyes,R,103891409,1998-08-07 00:00:00,98,73000000,55591409
Snakes on a Plane,R,62022014,2006-08-18 00:00:00,106,33000000,34020814
Snoop Dogg's Hood of Horror,R,N/A,2007-05-04 00:00:00,84,5000000,25900
Snow Day,PG,62464731,2000-02-11 00:00:00,89,13000000,60020107
Snow Dogs,PG,115035090,2002-01-18 00:00:00,99,33000000,81172560
Snow Falling on Cedars,PG-13,23049593,1999-12-22 00:00:00,127,35000000,14417593
Snow Flower and the Secret Fan,PG-13,11348205,2011-07-15 00:00:00,120,6000000,1348205
Snow White and the Huntsman,PG-13,396592829,2012-06-01 00:00:00,127,170000000,155332381
Snow White and the Seven Dwarfs,G,N/A,1937-12-21 00:00:00,83,1499000,66596803
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
The Social Network,PG-13,224920315,2010-10-01 00:00:00,120,40000000,96962694
Solaris,PG-13,30002758,2002-11-27 00:00:00,95,47000000,14973382
Soldier,R,N/A,1998-10-23 00:00:00,99,60000000,14594226
Solitary Man,R,5178582,2010-05-21 00:00:00,90,15000000,4360548
Someone Like You,PG-13,38689940,2001-03-30 00:00:00,97,23000000,27343067
Something Borrowed,PG-13,60183821,2011-05-06 00:00:00,103,35000000,39046489
Something's Gotta Give,PG-13,266728738,2003-12-12 00:00:00,128,80000000,124728738
Somewhere,R,13936909,2010-12-22 00:00:00,98,7000000,1785645
Son of the Mask,PG,57552641,2005-02-18 00:00:00,86,84000000,17018422
Sorcerer,PG,N/A,1977-06-24 00:00:00,121,22000000,N/A
The Sorcerer's Apprentice,PG,215283742,2010-07-14 00:00:00,111,150000000,63150991
Sorority Boys,R,12517488,2002-03-22 00:00:00,93,12000000,10200032
Sorority Row,R,27206120,2009-09-11 00:00:00,101,12500000,11965282
Soul Food,R,N/A,1997-09-26 00:00:00,114,7500000,43700855
Soul Plane,R,14822346,2004-05-28 00:00:00,86,16000000,14190750
Soul Surfer,PG,47088990,2011-04-08 00:00:00,105,18000000,43853424
Soul Survivors,PG-13,4299141,2001-09-07 00:00:00,84,17000000,3111545
The Sound of Music,G,N/A,1965-03-02 00:00:00,174,8199999,158671368
A Sound of Thunder,PG-13,11665465,2005-09-02 00:00:00,103,80000000,1900451
Source Code,PG-13,147332697,2011-04-01 00:00:00,94,32000000,54712227
South Pacific,Unrated,N/A,1958-03-19 00:00:00,157,6000000,N/A
"South Park - Bigger, Longer and Uncut",R,83137603,1999-06-30 00:00:00,80,21000000,52037603
Southpaw,R,91709679,2015-07-24 00:00:00,123,30000000,52421953
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
Space Chimps,G,64834964,2008-07-18 00:00:00,81,37000000,30105968
Space Cowboys,PG-13,128884132,2000-08-04 00:00:00,130,65000000,90464773
Spacehunter: Adventures in the Forbidden Zone,PG,N/A,1983-05-20 00:00:00,90,14400000,16478265
Spanglish,PG-13,55041367,2004-12-17 00:00:00,111,80000000,42726869
Spanking the Monkey,Unrated,N/A,1994-07-15 00:00:00,100,200000,1359736
Sparkle (2012),PG-13,24637469,2012-08-17 00:00:00,120,14000000,24397469
Spartacus,Unrated,N/A,1960-10-08 00:00:00,184,12000000,1830650
Spawn,PG-13,87840042,1997-08-01 00:00:00,93,40000000,54870175
The Specialist,R,170362582,1994-10-07 00:00:00,110,45000000,57362582
Spectre,PG-13,880674609,2015-11-06 00:00:00,148,245000000,200074609
Speed,R,350448145,1994-06-10 00:00:00,116,30000000,121248145
Speed 2: Cruise Control,PG-13,164508066,1997-06-13 00:00:00,121,160000000,48608066
Speed Racer,PG,93945766,2008-05-09 00:00:00,135,120000000,43945766
Sphere,PG-13,N/A,1998-02-13 00:00:00,152,80000000,37020277
Spider,R,5808941,2002-12-20 00:00:00,98,10000000,1642483
Spider-Man,PG-13,821708551,2002-05-03 00:00:00,121,139000000,403706375
Spider-Man 2,PG-13,783766341,2004-06-30 00:00:00,127,200000000,373585825
Spider-Man 3,PG-13,890871626,2007-05-04 00:00:00,140,258000000,336530303
The Spiderwick Chronicles,PG,162839667,2008-02-14 00:00:00,97,90000000,71195053
Spirit: Stallion of the Cimarron,G,122563539,2002-05-24 00:00:00,82,80000000,73280117
Splice,R,26857459,2010-06-04 00:00:00,104,30000000,17010170
Split: A Deeper Divide,Unrated,N/A,2012-10-12 00:00:00,75,150000,2338
The SpongeBob Movie: Sponge Out of Water,PG,323436538,2015-02-06 00:00:00,93,74000000,162994032
The SpongeBob SquarePants Movie,PG,140161792,2004-11-19 00:00:00,90,30000000,85417988
Spring Breakers,R,31724284,2013-03-15 00:00:00,94,5000000,14124284
Spring Forward,R,N/A,2000-12-08 00:00:00,110,2000000,117471
Spy,R,235666219,2015-06-05 00:00:00,120,65000000,110825712
Spy Game,R,143049560,2001-11-21 00:00:00,126,115000000,62362560
Spy Hard,PG-13,N/A,1996-05-24 00:00:00,85,18000000,26960191
Spy Kids,PG,147934180,2001-03-30 00:00:00,88,35000000,112719001
Spy Kids 2: The Island of Lost Dreams,PG,119723358,2002-08-07 00:00:00,100,38000000,85846429
Spy Kids 3D: Game Over,PG,197011982,2003-07-25 00:00:00,85,38000000,111761982
Spy Kids: All the Time in the World,PG,85564310,2011-08-19 00:00:00,88,27000000,38538188
The Spy Next Door,PG,45236543,2010-01-15 00:00:00,92,28000000,24307086
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
The Squid and the Whale,R,11098131,2005-10-05 00:00:00,81,1500000,7372734
A Star Is Born,PG,N/A,1954-09-29 00:00:00,181,5019770,4335968
Star Trek,PG-13,385680446,2009-05-08 00:00:00,126,150000000,257730019
Star Trek II: The Wrath of Khan,PG,N/A,1982-06-04 00:00:00,112,11200000,78912963
Star Trek Into Darkness,PG-13,467381584,2013-05-16 00:00:00,123,190000000,228778661
Star Trek: Generations,PG,118071125,1994-11-18 00:00:00,117,35000000,75671125
Star Trek: Insurrection,PG,112587658,1998-12-11 00:00:00,103,58000000,70187658
Star Trek: Nemesis,PG-13,67312826,2002-12-13 00:00:00,116,60000000,43254409
Star Trek: The Motion Picture,G,N/A,1979-12-07 00:00:00,132,35000000,82258456
Star Wars,PG,775398007,1977-05-25 00:00:00,121,11000000,307263857
Star Wars: Episode I - The Phantom Menace,PG,1027044677,1999-05-19 00:00:00,133,115000000,431088295
Star Wars: Episode II - Attack of the Clones,PG,649398328,2002-05-16 00:00:00,132,115000000,302191252
Star Wars: Episode III - Revenge of the Sith,PG-13,848754768,2005-05-19 00:00:00,146,113000000,380270577
Star Wars: The Force Awakens,PG-13,2065532841,2015-12-18 00:00:00,136,245000000,935832841
Stardust,PG-13,135560026,2007-08-10 00:00:00,128,70000000,38634938
Stardust Memories,PG,N/A,1980-09-26 00:00:00,91,10000000,10389003
Starship Troopers,R,121214377,1997-11-07 00:00:00,130,105000000,54814377
Starsky and Hutch,PG-13,170268750,2004-03-05 00:00:00,97,60000000,88237754
The Statement,R,765637,2003-12-12 00:00:00,120,27000000,765637
"Steal Big, Steal Little",PG-13,N/A,1995-09-29 00:00:00,134,35000000,3150170
Stealth,PG-13,76932872,2005-07-29 00:00:00,121,135000000,32116746
Steamboy,PG-13,10870198,2005-03-18 00:00:00,126,22000000,468867
Steel,PG-13,N/A,1997-08-15 00:00:00,97,16000000,1710972
Step Brothers,R,128107642,2008-07-25 00:00:00,95,65000000,100468793
Step Up,PG-13,114194847,2006-08-11 00:00:00,98,12000000,65328121
Step Up 3-D,PG-13,159291809,2010-08-06 00:00:00,97,30000000,42400223
Step Up Revolution,PG-13,140470746,2012-07-27 00:00:00,100,33000000,35074677
The Stepfather (2009),PG-13,31198531,2009-10-16 00:00:00,101,20000000,29062561
The Stepford Wives,PG-13,102001626,2004-06-11 00:00:00,93,90000000,59484742
Stepmom,PG-13,159710793,1998-12-25 00:00:00,125,50000000,91137662
Steve Jobs,R,34441873,2015-10-09 00:00:00,122,30000000,17766658
Stigmata,R,89446268,1999-09-10 00:00:00,102,29000000,50046268
Still Alice,PG-13,43884652,2015-01-16 00:00:00,101,5000000,18754371
Stir of Echoes,R,N/A,1999-09-10 00:00:00,99,12000000,21142914
Stoker,R,12077441,2013-03-01 00:00:00,N/A,12000000,1714221
Stolen Summer,PG,163348,2002-03-22 00:00:00,91,1800000,134736
Stomp the Yard,PG-13,75511123,2007-01-12 00:00:00,115,13000000,61356221
Stone,R,9479718,2010-10-08 00:00:00,105,22000000,1810078
Stop-Loss,R,11207130,2008-03-28 00:00:00,113,25000000,10915744
The Story of Us,R,58900031,1999-10-15 00:00:00,95,50000000,27100031
Straight Outta Compton,R,201634991,2015-08-14 00:00:00,147,28000000,161197785
Straight to Hell,R,N/A,1987-06-26 00:00:00,86,1000000,210200
Strange Days,R,N/A,1995-10-06 00:00:00,145,42000000,7959291
Stranger Than Fiction,PG-13,53653224,2006-11-10 00:00:00,105,30000000,40660952
The Strangers,R,82391145,2008-05-30 00:00:00,107,9000000,52597610
Straw Dogs (2011),R,10324441,2011-09-16 00:00:00,105,25000000,10324441
Street Fighter,PG-13,99423521,1994-12-23 00:00:00,162,35000000,33423521
Street Kings,R,65572887,2008-04-11 00:00:00,107,20000000,26418667
Stuart Little,PG,300135367,1999-12-17 00:00:00,84,133000000,140035367
Stuart Little 2,PG,169956806,2002-07-19 00:00:00,70,120000000,64956806
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
