movie title,rating,worldwide total gross,release date,runtime (mins),production budget,domestic total gross
War Room,PG,67790117,2015-08-28 00:00:00,120,3000000,67790117
Warm Bodies,PG-13,116980662,2013-02-01 00:00:00,97,35000000,66380662
Warrior,PG-13,23057115,2011-09-09 00:00:00,139,25000000,13657115
The Warrior's Way,R,11087569,2010-12-03 00:00:00,100,42000000,5666340
Warriors of the Rainbow: Seediq Bale,Unrated,136166,2012-04-27 00:00:00,154,23000000,136166
The Wash,R,10229331,2001-11-16 00:00:00,96,7000000,10097538
The Watch,R,68267862,2012-07-27 00:00:00,102,68000000,35353000
The Watcher,R,47267829,2000-09-08 00:00:00,97,30000000,28946615
Watchmen,R,185258983,2009-03-06 00:00:00,163,130000000,107509799
Water & Power,Unrated,N/A,2014-05-02 00:00:00,88,600000,82312
The Water Diviner,R,15536641,2015-04-24 00:00:00,111,22500000,4196641
Water for Elephants,PG-13,117094902,2011-04-22 00:00:00,120,38000000,58709717
The Waterboy,PG-13,185991646,1998-11-06 00:00:00,90,23000000,161491646
Waterworld,PG-13,264218220,1995-07-28 00:00:00,136,175000000,88246220
The Way Back,PG-13,20348249,2011-01-21 00:00:00,119,30000000,2701859
The Way of the Gun,R,13069740,2000-09-08 00:00:00,119,8500000,6055661
Wayne's World,PG-13,183097323,1992-02-14 00:00:00,95,20000000,121697323
Wayne's World 2,PG-13,N/A,1993-12-10 00:00:00,94,40000000,48197805
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
We Don't Live Here Anymore,R,3361213,2004-08-13 00:00:00,104,3000000,2041014
We Own the Night,R,54926886,2007-10-12 00:00:00,118,21000000,28563179
We Were Soldiers,R,114660784,2002-03-01 00:00:00,138,75000000,78122718
We're No Angels,PG-13,N/A,1989-12-15 00:00:00,101,20000000,10555348
We're the Millers,R,269994119,2013-08-07 00:00:00,110,37000000,150394119
The Weather Man,R,19039770,2005-10-28 00:00:00,102,22000000,12482775
The Wedding Banquet,R,N/A,1993-08-06 00:00:00,111,1000000,6933459
Wedding Crashers,R,285176741,2005-07-15 00:00:00,113,40000000,209255921
The Wedding Date,PG-13,47175038,2005-02-04 00:00:00,90,15000000,31726995
The Wedding Planner,PG-13,94728529,2001-01-26 00:00:00,104,35000000,60400856
The Wedding Ringer,R,79799880,2015-01-16 00:00:00,101,23000000,64460211
The Wedding Singer,PG-13,123306987,1998-02-13 00:00:00,110,18000000,80245725
Welcome Home Roscoe Jenkins,PG-13,43650785,2008-02-08 00:00:00,114,35000000,42436517
Welcome to Mooseport,PG-13,14615099,2004-02-20 00:00:00,115,30000000,14470947
Welcome to Sarajevo,R,N/A,1997-11-26 00:00:00,103,9000000,334319
Wes Craven Presents: They,PG-13,16130385,2002-11-27 00:00:00,90,17000000,12840842
West Side Story,Unrated,N/A,1961-10-18 00:00:00,151,6000000,43656822
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
Whale Rider,PG-13,41442113,2003-06-06 00:00:00,101,3500000,20779666
What a Girl Wants,PG,50732139,2003-04-04 00:00:00,104,25000000,36105433
What Dreams May Come,PG-13,N/A,1998-10-02 00:00:00,114,85000000,55382927
What Happens in Vegas,PG-13,219375797,2008-05-09 00:00:00,99,35000000,80277646
What Lies Beneath,PG-13,291420351,2000-07-21 00:00:00,130,100000000,155464351
What Planet Are You From?,R,14145677,2000-03-03 00:00:00,107,60000000,6291602
What to Expect When You're Expecting,PG-13,84384002,2012-05-18 00:00:00,110,40000000,41152203
What Women Want,PG-13,374111707,2000-12-15 00:00:00,127,70000000,182811707
What's the Worst That Could Happen?,PG-13,38464131,2001-06-01 00:00:00,99,60000000,32269834
What's Your Number?,R,30426096,2011-09-30 00:00:00,106,20000000,14011084
Whatever,R,N/A,1998-07-10 00:00:00,113,1000000,307037
Whatever It Takes,PG-13,9902115,2000-03-24 00:00:00,94,32000000,8745680
When a Stranger Calls,PG-13,66966987,2006-02-03 00:00:00,100,15000000,47860214
When the Game Stands Tall,PG,30127963,2014-08-22 00:00:00,115,15000000,30127963
When Time Ran Out,PG,N/A,1980-03-28 00:00:00,121,20000000,3763988
Where the Heart Is,PG-13,40863718,2000-04-28 00:00:00,120,15000000,33772838
Where the Money Is,PG-13,7243669,2000-04-14 00:00:00,89,28000000,5661798
Where the Truth Lies,R,3477678,2005-10-07 00:00:00,108,25000000,872142
Where the Wild Things Are,PG,100086793,2009-10-16 00:00:00,94,100000000,77233467
While You Were Sleeping,PG,182057016,1995-04-21 00:00:00,103,17000000,81057016
Whip It,PG-13,16633035,2009-10-02 00:00:00,111,15000000,13043363
Whiplash,R,48982041,2014-10-10 00:00:00,106,3300000,13092000
Whipped,R,4775009,2000-09-01 00:00:00,82,3000000,4159986
Whiskey Tango Foxtrot,R,N/A,2016-03-04 00:00:00,112,35000000,22933237
White Chicks,PG-13,113086475,2004-06-23 00:00:00,109,37000000,70831760
White Fang,PG,N/A,1991-01-18 00:00:00,107,14000000,34793160
White House Down,PG-13,205366737,2013-06-28 00:00:00,137,150000000,73103784
White Man's Burden,R,N/A,1995-12-01 00:00:00,89,7000000,3734870
White Mischief,R,N/A,1988-04-22 00:00:00,107,5300000,3107551
White Oleander,PG-13,21672284,2002-10-11 00:00:00,110,16000000,16357770
The White Ribbon,R,19319444,2009-12-30 00:00:00,144,18000000,2222862
Whiteout,R,17840867,2009-09-11 00:00:00,106,35000000,10275638
Who Framed Roger Rabbit,PG,329803958,1988-06-24 00:00:00,103,70000000,156452370
The Whole Nine Yards,R,106371651,2000-02-18 00:00:00,98,41300000,57262492
The Whole Ten Yards,PG-13,26155781,2004-04-09 00:00:00,99,40000000,16328471
The Whole Wide World,PG,N/A,1996-12-20 00:00:00,111,1300000,375757
