movie title,rating,worldwide total gross,release date,runtime (mins),production budget,domestic total gross
Igor,PG,30747504,2008-09-19 00:00:00,86,25000000,19528602
The Illusionist,PG-13,87892388,2006-08-18 00:00:00,109,16500000,39868642
The Illusionist (2010),PG,5602431,2010-12-25 00:00:00,82,17000000,2231474
The Imaginarium of Doctor Parnassus,PG-13,61808775,2009-12-25 00:00:00,122,30000000,7689607
Imagine That,PG,22985194,2009-06-12 00:00:00,107,55000000,16123323
Immortals,R,226904017,2011-11-11 00:00:00,110,75000000,83504017
Impostor,PG-13,8145549,2002-01-04 00:00:00,95,30000000,6285176
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
In & Out,PG-13,N/A,1997-09-19 00:00:00,92,35000000,63856929
In a Better World,R,9629826,2011-04-01 00:00:00,119,5500000,1008098
The In Crowd,PG-13,N/A,2000-07-21 00:00:00,105,24000000,5280035
In Dreams,R,N/A,1999-01-15 00:00:00,98,30000000,12017369
In Over My Head,Unrated,N/A,2012-10-26 00:00:00,106,100000,19482
In the Bedroom,R,43368779,2001-11-23 00:00:00,130,1700000,35930604
In the Heart of the Sea,PG-13,93820758,2015-12-11 00:00:00,121,100000000,25020758
In the Line of Fire,R,176997168,1993-07-09 00:00:00,128,40000000,102314823
In the Mouth of Madness,R,N/A,1995-02-03 00:00:00,95,8000000,8924549
In Time,PG-13,173930596,2011-10-28 00:00:00,109,40000000,37520095
Incendies (U.S. only),R,3548768,2011-04-22 00:00:00,130,6800000,2071334
Inception,PG-13,825532764,2010-07-16 00:00:00,148,160000000,292576195
Inchon,PG,N/A,1982-09-17 00:00:00,140,46000000,5200986
The Incredible Burt Wonderstone,PG-13,27437881,2013-03-15 00:00:00,100,30000000,22537881
The Incredible Hulk,PG-13,263427551,2008-06-13 00:00:00,114,150000000,134806913
The Incredibles,PG,631442092,2004-11-05 00:00:00,115,92000000,261441092
Independence Day,PG-13,817400891,1996-07-03 00:00:00,153,75000000,306169268
Indiana Jones and the Kingdom of the Crystal Skull,PG-13,786636033,2008-05-22 00:00:00,120,185000000,317101119
Indiana Jones and the Last Crusade,PG-13,474171806,1989-05-24 00:00:00,127,48000000,197171806
Indiana Jones and the Temple of Doom,PG,333107271,1984-05-23 00:00:00,118,28000000,179870271
Indigo,Unrated,N/A,2005-01-28 00:00:00,105,500000,1190000
The Informant!,R,41771168,2009-09-18 00:00:00,108,22000000,33316821
Inglourious Basterds,R,321455689,2009-08-21 00:00:00,152,70000000,120540719
Inkheart,PG,62450361,2009-01-23 00:00:00,106,60000000,17303424
Inside Deep Throat,NC-17,N/A,2005-02-11 00:00:00,92,2000000,691880
Inside Job,PG-13,7871522,2010-10-08 00:00:00,120,2000000,4312735
Inside Man,R,184376254,2006-03-24 00:00:00,128,45000000,88513495
Inside Out,PG,856809711,2015-06-19 00:00:00,94,175000000,356461711
The Insider,R,60289912,1999-11-05 00:00:00,155,90000000,29089912
Insidious,PG-13,97009150,2011-04-01 00:00:00,98,1500000,54009150
Insidious Chapter 2,PG-13,161919318,2013-09-13 00:00:00,105,5000000,83586447
Insidious Chapter 3,PG-13,112983889,2015-06-05 00:00:00,97,10000000,52218558
Insomnia,R,113714830,2002-05-24 00:00:00,118,46000000,67355513
Inspector Gadget,PG,134403112,1999-07-23 00:00:00,78,90000000,97403112
Instinct,R,N/A,1999-06-04 00:00:00,126,80000000,34105207
Interiors,PG,N/A,1978-08-02 00:00:00,93,10000000,10432366
Intermission,R,4856298,2004-03-19 00:00:00,103,5000000,896993
The Intern,PG-13,194464672,2015-09-25 00:00:00,121,35000000,75764672
The International,R,60161391,2009-02-13 00:00:00,118,50000000,25450527
The Internship,PG-13,93492844,2013-06-07 00:00:00,119,58000000,44672764
The Interpreter,PG-13,162944923,2005-04-22 00:00:00,128,80000000,72708161
Interstellar,PG-13,675120017,2014-11-05 00:00:00,169,165000000,188020017
Interview with the Vampire,R,223664608,1994-11-11 00:00:00,123,60000000,105264608
Into The Storm,PG-13,161702194,2014-08-08 00:00:00,89,50000000,47602194
Into the Woods,PG,213116401,2014-12-25 00:00:00,124,50000000,128002372
The Invasion,PG-13,40170558,2007-08-17 00:00:00,93,80000000,15074191
The Invention of Lying,PG-13,32406507,2009-10-02 00:00:00,100,18500000,18451251
Invictus,PG-13,122233971,2009-12-11 00:00:00,132,60000000,37491364
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
The Iron Giant,PG,N/A,1999-08-03 00:00:00,86,70000000,23159305
Iron Man,PG-13,585174222,2008-05-02 00:00:00,126,140000000,318412101
Iron Man 2,PG-13,623933331,2010-05-07 00:00:00,125,200000000,312433331
Iron Man 3,PG-13,1215439994,2013-05-03 00:00:00,129,200000000,409013994
Iron Monkey,PG-13,N/A,2001-10-12 00:00:00,85,11000000,14694904
Ishtar,PG-13,N/A,1987-05-15 00:00:00,103,55000000,14375181
The Island,PG-13,162949164,2005-07-22 00:00:00,127,126000000,35818913
The Island (1980),R,N/A,1980-06-13 00:00:00,114,22000000,15716828
The Island of Dr. Moreau,PG-13,49627779,1996-08-23 00:00:00,96,40000000,27663982
Isn't She Great,R,3003296,2000-01-28 00:00:00,96,44000000,2962465
Issues,Unrated,N/A,2006-10-06 00:00:00,87,50000,783
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
It Happened One Night,Unrated,N/A,1934-02-22 00:00:00,105,325000,N/A
"It's a Mad, Mad, Mad, Mad World",G,N/A,1963-11-07 00:00:00,192,9400000,46332858
It's All Gone Pete Tong,R,1591879,2005-04-15 00:00:00,89,2000000,120620
It's Complicated,R,219103655,2009-12-25 00:00:00,118,85000000,112735375
It's Kind of a Funny Story,PG-13,6491240,2010-10-08 00:00:00,101,8000000,6363628
Italian for Beginners,R,16349568,2002-01-18 00:00:00,112,1000000,4544753
The Italian Job,PG-13,176070171,2003-05-30 00:00:00,111,60000000,106128601
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
J. Edgar,R,84606030,2011-11-09 00:00:00,137,35000000,37306030
Jack,PG-13,N/A,1996-08-09 00:00:00,113,45000000,58620973
Jack and Jill,PG,149673788,2011-11-11 00:00:00,91,79000000,74158157
Jack Frost,PG,N/A,1998-12-11 00:00:00,102,85000000,34562556
Jack Reacher,PG-13,218340595,2012-12-21 00:00:00,130,60000000,80070736
Jack Ryan: Shadow Recruit,PG-13,135511030,2014-01-17 00:00:00,100,60000000,50577412
Jack the Giant Slayer,PG-13,197687603,2013-03-01 00:00:00,114,195000000,65187603
The Jackal,R,159330280,1997-11-14 00:00:00,125,60000000,54930280
Jackass 3-D,R,171685792,2010-10-15 00:00:00,94,20000000,117229692
Jackass Presents: Bad Grandpa,R,151831537,2013-10-25 00:00:00,93,15000000,102003019
Jackass: Number Two,R,84618532,2006-09-22 00:00:00,95,11500000,72778712
Jackass: The Movie,R,79493831,2002-10-25 00:00:00,80,5000000,64255312
Jackie Brown,R,N/A,1997-12-25 00:00:00,151,12000000,39673162
Jackie Chan in Shinjuku Incident,R,N/A,2010-02-05 00:00:00,120,15000000,N/A
Jakob the Liar,PG-13,N/A,1999-09-24 00:00:00,120,45000000,4956401
Janky Promoters,R,N/A,2009-10-16 00:00:00,N/A,10000000,9069
Jarhead,R,96889998,2005-11-04 00:00:00,115,72000000,62658220
Jason Bourne,Not Yet Rated,N/A,2016-07-29 00:00:00,N/A,120000000,N/A
Jason X,R,16951798,2002-04-26 00:00:00,93,11000000,13121555
Jawbreaker,R,N/A,1999-02-19 00:00:00,112,3500000,3117085
Jaws,PG,470653000,1975-06-20 00:00:00,125,7000000,260000000
Jay and Silent Bob Strike Back,R,33788161,2001-08-24 00:00:00,104,22000000,30085147
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
Jeepers Creepers,R,59217789,2001-08-31 00:00:00,90,10000000,37904175
Jeepers Creepers 2,R,63102666,2003-08-29 00:00:00,106,17000000,35667218
Jem and the Holograms,PG,2333684,2015-10-23 00:00:00,118,5000000,2184640
Jennifer's Body,R,31556061,2009-09-18 00:00:00,102,16000000,16204793
Jerry Maguire,R,273552592,1996-12-13 00:00:00,138,50000000,153952592
Jersey Boys,R,67669013,2014-06-20 00:00:00,134,40000000,47047013
Jersey Girl,PG-13,36098382,2004-03-26 00:00:00,103,35000000,25268157
Jesus' Son,R,N/A,2000-06-16 00:00:00,105,2500000,1302067
Jimmy Hollywood,R,N/A,1994-04-01 00:00:00,117,30000000,3783003
Jimmy Neutron: Boy Genius,G,102992536,2001-12-21 00:00:00,82,30000000,80936232
Jingle All the Way,PG,129832389,1996-11-22 00:00:00,88,60000000,60592389
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
Jobs,PG-13,35931410,2013-08-16 00:00:00,122,12000000,16131410
Joe Dirt,PG-13,30987695,2001-04-11 00:00:00,91,17700000,27087695
Joe Somebody,PG,24516772,2001-12-21 00:00:00,98,38000000,22771646
John Carpenter's Ghosts of Mars,R,14010832,2001-08-24 00:00:00,98,28000000,8709640
John Carpenter's Vampires,R,N/A,1998-10-30 00:00:00,108,20000000,20308772
John Carter,PG-13,284139100,2012-03-09 00:00:00,132,250000000,73078100
John Q.,PG-13,102244770,2002-02-15 00:00:00,112,36000000,71756802
John Tucker Must Die,PG-13,68824526,2006-07-28 00:00:00,87,18000000,41011711
John Wick,R,86013056,2014-10-24 00:00:00,96,20000000,43037835
Johnny English,PG,160583018,2003-07-18 00:00:00,88,40000000,28082366
Johnny English Reborn,PG,160078586,2011-10-21 00:00:00,101,45000000,8305970
Johnny Mnemonic,R,N/A,1995-05-26 00:00:00,98,26000000,19075720
Johnson Family Vacation,PG-13,31462753,2004-04-07 00:00:00,96,12000000,31203964
Jonah Hex,PG-13,10903312,2010-06-18 00:00:00,81,47000000,10547117
Jonah: A VeggieTales Movie,G,25615231,2002-10-04 00:00:00,83,14000000,25581229
The Joneses,R,7022728,2010-04-16 00:00:00,95,10000000,1475746
Josie and the Pussycats,PG-13,14866015,2001-04-11 00:00:00,98,39000000,14271015
Journey 2: The Mysterious Island,PG,335260290,2012-02-10 00:00:00,94,79000000,103860290
Journey from the Fall,R,648483,2007-03-23 00:00:00,137,1300000,641039
Journey to the Center of the Earth,PG,241995151,2008-07-11 00:00:00,92,60000000,101704370
Journey to the End of the,R,49172,N/A,N/A,6200000,N/A
Joy,PG-13,101134059,2015-12-25 00:00:00,124,60000000,56451232
Joy Ride,R,36642838,2001-10-05 00:00:00,97,23000000,21974919
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
The Judge,R,84419388,2014-10-10 00:00:00,141,50000000,47119388
Judge Dredd,R,113493481,1995-06-30 00:00:00,96,90000000,34693481
Judy Moody and the NOT Bummer Summer,PG,15013650,2011-06-10 00:00:00,91,20000000,15013650
Julie & Julia,PG-13,129540499,2009-08-07 00:00:00,123,40000000,94125426
Jumanji,PG,262797249,1995-12-15 00:00:00,104,65000000,100475249
Jumper,PG-13,222231186,2008-02-14 00:00:00,90,85000000,80172128
Jumping the Broom,PG-13,37710610,2011-05-06 00:00:00,113,6600000,37295394
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
The Jungle Book 2,G,135703599,2003-02-14 00:00:00,78,20000000,47901582
Jungle Fever,R,43882682,1991-06-07 00:00:00,132,14000000,32482682
Junior,PG-13,108431355,1994-11-23 00:00:00,110,60000000,36763355
Juno,PG-13,231411584,2007-12-05 00:00:00,91,7500000,143495265
Jupiter Ascending,PG-13,183987723,2015-02-06 00:00:00,127,176000000,47387723
Jurassic Park,PG-13,1029153882,1993-06-11 00:00:00,127,63000000,357067947
Jurassic Park 3D,PG-13,473553882,2013-04-05 00:00:00,127,10000000,45385935
Jurassic Park III,PG-13,368780809,2001-07-18 00:00:00,92,93000000,181171875
Jurassic World,PG-13,1670400637,2015-06-12 00:00:00,124,150000000,652270625
Just Go With It,PG-13,214945591,2011-02-11 00:00:00,110,80000000,103028109
Just Like Heaven,PG-13,102854431,2005-09-16 00:00:00,95,58000000,48318130
Just Married,PG-13,101564935,2003-01-10 00:00:00,95,18000000,56127162
Just the Ticket,R,N/A,1999-02-26 00:00:00,112,12000000,430404
Just Visiting,PG-13,16176732,2001-04-06 00:00:00,88,35000000,4781539
Justin Bieber: Never Say Never,G,99036827,2011-02-11 00:00:00,105,13000000,73013910
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
K-19: The Widowmaker,PG-13,65716126,2002-07-19 00:00:00,138,100000000,35168966
K-PAX,PG-13,65001485,2001-10-26 00:00:00,121,68000000,50338485
Kabhi Khushi Kabhie Gham,Unrated,11329690,2001-12-14 00:00:00,210,7500000,2902000
Kagemusha,PG,N/A,1980-10-10 00:00:00,162,6000000,4000000
Kama Sutra: A Tale of Love,R,N/A,1997-02-28 00:00:00,114,3000000,4109095
Kangaroo Jack,PG,88929111,2003-01-17 00:00:00,89,60000000,66934963
The Karate Kid,PG,359126022,2010-06-11 00:00:00,140,40000000,176591618
,R,N/A,N/A,99,5000000,N/A
Katy Perry: Part of Me,PG,32726956,2012-07-05 00:00:00,95,12000000,25326071
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
Keane,R,394390,2005-09-09 00:00:00,100,850000,33256
Keeping the Faith,PG-13,59945183,2000-04-14 00:00:00,129,29000000,37047880
The Kentucky Fried Movie,R,N/A,1977-08-10 00:00:00,90,600000,N/A
Kick-Ass,R,96188903,2010-04-16 00:00:00,117,30000000,48071303
Kick-Ass 2,R,60795985,2013-08-16 00:00:00,103,28000000,28795985
Kicking and Screaming,PG,56070433,2005-05-13 00:00:00,96,45000000,52842724
The Kid & I,PG-13,N/A,2005-12-02 00:00:00,93,5000000,N/A
Kids,Unrated,N/A,1995-07-21 00:00:00,91,1500000,7412216
The Kids Are All Right,R,34705850,2010-07-09 00:00:00,106,4000000,20811365
Kill Bill Vol. 1,R,180949045,2003-10-10 00:00:00,110,30000000,70099045
Kill Bill Vol. 2,R,152159461,2004-04-16 00:00:00,120,30000000,66208183
Kill Me Again,R,N/A,1989-10-27 00:00:00,94,4000000,283694
Killer Elite,R,56383756,2011-09-23 00:00:00,100,70000000,25124966
The Killer Inside Me,R,3977192,2010-06-18 00:00:00,109,13000000,217277
Killers,PG-13,98159963,2010-06-04 00:00:00,100,75000000,47059963
Killing Them Softly,R,37930465,2012-11-30 00:00:00,97,15000000,15026056
Killing Zoe,R,N/A,1994-08-19 00:00:00,96,1500000,418961
Kindergarten Cop,PG-13,201957688,1990-12-22 00:00:00,111,15000000,91457688
The King and I (1999),G,N/A,1999-03-19 00:00:00,90,25000000,11993021
King Arthur,PG-13,203567857,2004-07-07 00:00:00,130,120000000,51882244
King Kong,PG-13,550517357,2005-12-14 00:00:00,187,207000000,218080025
King Kong (1976),PG,N/A,1976-12-17 00:00:00,134,24000000,52614445
The King's Speech,R,414211549,2010-11-26 00:00:00,118,15000000,135453143
