movie title,rating,worldwide total gross,release date,runtime (mins),production budget,domestic total gross
Cast Away,PG-13,429632142,2000-12-22 00:00:00,143,90000000,233632142
The Cat in the Hat,PG,133960541,2003-11-21 00:00:00,82,109000000,101149285
Catch and Release,PG-13,16158487,2007-01-26 00:00:00,124,25000000,15539051
Catch Me If You Can,PG-13,352114312,2002-12-25 00:00:00,140,52000000,164615351
Catch That Kid,PG,16930762,2004-02-06 00:00:00,92,12000000,16703799
Cats & Dogs,PG,200687492,2001-07-04 00:00:00,87,60000000,93385515
Cats & Dogs: The Revenge of Kitty Galore,PG,112483764,2010-07-30 00:00:00,82,85000000,43585753
Catwoman,PG-13,82102379,2004-07-23 00:00:00,104,100000000,40202379
The Caveman's Valentine,R,687194,2001-03-02 00:00:00,106,13500000,687194
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
The Cell,R,104155843,2000-08-18 00:00:00,107,33000000,61334059
Cellular,PG-13,56422687,2004-09-10 00:00:00,95,25000000,32003620
Center Stage,PG-13,26385941,2000-05-12 00:00:00,115,29000000,17200925
Centurion,R,6814789,2010-08-27 00:00:00,97,12000000,123570
Chain Letter,R,585362,2010-10-01 00:00:00,96,3000000,138788
The Change-Up,R,75450437,2011-08-05 00:00:00,101,52000000,37081475
Changeling,R,113020256,2008-10-24 00:00:00,140,55000000,35739802
Changing Lanes,R,94935764,2002-04-12 00:00:00,98,45000000,66818548
Chappie,R,102069268,2015-03-06 00:00:00,120,49000000,31569268
Charlie and the Chocolate Factory,PG,474968763,2005-07-15 00:00:00,106,150000000,206459076
Charlie Bartlett,R,5254986,2008-02-22 00:00:00,97,12000000,3951699
Charlie St. Cloud,PG-13,48190704,2010-07-30 00:00:00,90,44000000,31162545
Charlie Wilson's War,R,119000410,2007-12-21 00:00:00,97,75000000,66661095
Charlie's Angels,PG-13,264105545,2000-11-03 00:00:00,98,93000000,125305545
Charlie's Angels: Full Throttle,PG-13,259175788,2003-06-27 00:00:00,105,120000000,100830111
Charlotte's Web (2006),G,144877632,2006-12-15 00:00:00,113,85000000,82985708
Chasing Liberty,PG-13,12313323,2004-01-09 00:00:00,111,23000000,12195626
Chasing Mavericks,PG,6003386,2012-10-26 00:00:00,111,20000000,6002756
Cheaper by the Dozen,PG,190212113,2003-12-25 00:00:00,98,40000000,138614544
Cheri,R,9366227,2009-06-26 00:00:00,100,23000000,2715657
Chicago,PG-13,306776732,2002-12-27 00:00:00,107,45000000,170687518
Chicken Little,G,314432837,2005-11-04 00:00:00,81,150000000,135386665
Chicken Run,G,224834564,2000-06-23 00:00:00,84,45000000,106834564
Children of Men,R,69959751,2006-12-25 00:00:00,109,76000000,35552383
Chill Factor,R,11263966,1999-09-03 00:00:00,102,70000000,11263966
Chloe,R,11702642,2010-03-26 00:00:00,96,14000000,3075255
Chocolat,PG-13,152699946,2000-12-15 00:00:00,105,25000000,71509363
Christmas at Maxwell's,PG,N/A,2006-12-01 00:00:00,94,3000000,12781
A Christmas Carol (2009),PG,325286646,2009-11-06 00:00:00,96,200000000,137855863
Christmas in the Clouds,PG,N/A,2005-11-04 00:00:00,96,3000000,279225
Christmas with the Kranks,PG,96572480,2004-11-24 00:00:00,94,60000000,73780539
Christopher Columbus: The Discovery,PG-13,N/A,1992-08-21 00:00:00,120,40000000,8251071
Chronicle (2012),PG-13,126636097,2012-02-03 00:00:00,83,12000000,64575175
The Chronicles of Narnia: Prince Caspian,PG,419665568,2008-05-16 00:00:00,140,225000000,141621490
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",PG,745013115,2005-12-09 00:00:00,132,180000000,291710957
The Chronicles of Narnia: The Voyage of the Dawn Treader,PG,415686217,2010-12-10 00:00:00,112,155000000,104386950
The Chronicles of Riddick,PG-13,115772733,2004-06-11 00:00:00,119,105000000,57761012
Church Ball,PG,N/A,2006-03-17 00:00:00,91,1000000,464991
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
The Cider House Rules,PG-13,88545092,1999-12-10 00:00:00,125,24000000,57545092
Cinderella (2015),PG,542686737,2015-03-13 00:00:00,112,95000000,201151353
Cinderella Man,PG-13,108539911,2005-06-03 00:00:00,144,88000000,61649911
A Cinderella Story,PG,70067909,2004-07-16 00:00:00,96,19000000,51438175
Circumstance,R,454121,2011-08-26 00:00:00,107,1000000,454121
Cirque du Freak: The Vampire's Assistant,PG-13,39232113,2009-10-23 00:00:00,108,40000000,13869515
Citizen Verdict,R,N/A,2005-05-06 00:00:00,97,10000000,N/A
City by the Sea,R,29413966,2002-09-06 00:00:00,108,40000000,22448879
City Island,PG-13,7875862,2010-03-19 00:00:00,100,6000000,6671036
City of Ember,PG,17929684,2008-10-10 00:00:00,95,55000000,7873007
City of Hope,R,N/A,1991-10-11 00:00:00,129,3000000,1345015
City of Life and Death,R,10687316,2011-05-11 00:00:00,132,12000000,122558
City of Lost Children,R,1738611,1995-12-15 00:00:00,112,18000000,1738611
The City of Your Final Destination,PG-13,1351866,2010-04-16 00:00:00,114,8300000,493296
City on Fire,R,N/A,1979-09-14 00:00:00,104,5300000,784181
City Slickers,PG-13,179033791,1991-06-07 00:00:00,112,27000000,124033791
A Civil Action,PG-13,N/A,1998-12-25 00:00:00,115,75000000,56709981
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
Clash of the Titans (2010),PG-13,493214993,2010-04-02 00:00:00,118,125000000,163214888
Clear and Present Danger,PG-13,215887717,1994-08-05 00:00:00,141,62000000,122187717
Cleopatra (1963),G,N/A,1963-06-12 00:00:00,192,44000000,57777778
Clerks,R,N/A,1994-10-19 00:00:00,92,27000,3151130
Clerks II,R,26983776,2006-07-21 00:00:00,97,5000000,24148068
Click,PG-13,237681299,2006-06-23 00:00:00,97,82500000,137355633
Cliffhanger,R,255000211,1993-05-28 00:00:00,113,70000000,84049211
Clockstoppers,PG,38793283,2002-03-29 00:00:00,93,26000000,36989956
A Clockwork Orange,R,N/A,1972-02-02 00:00:00,137,2200000,26589355
Close Encounters of the Third Kind,PG,303788635,1977-11-16 00:00:00,137,20000000,116395460
Close Your Eyes,R,N/A,2004-04-23 00:00:00,108,10000000,41392
Closer,R,115505027,2004-12-03 00:00:00,98,27000000,33987757
