movie title,rating,worldwide total gross,release date,runtime (mins),production budget,domestic total gross
Bad Boys,R,141407024,1995-04-07 00:00:00,123,19000000,65807024
Bad Boys II,R,273339556,2003-07-18 00:00:00,147,130000000,138608444
Bad Company,PG-13,65977295,2002-06-07 00:00:00,117,70000000,30160161
Bad Education,NC-17,40273930,2004-11-19 00:00:00,109,5000000,5211842
Bad Lieutenant: Port of Call New Orleans,R,10589102,2009-11-20 00:00:00,121,25000000,1702112
Bad News Bears,PG-13,34252847,2005-07-22 00:00:00,111,35000000,32868349
Bad Santa,R,76488889,2003-11-26 00:00:00,93,23000000,60060328
Bad Teacher,R,216197492,2011-06-24 00:00:00,89,20000000,100292856
Bait,R,15471969,2000-09-15 00:00:00,119,51000000,15325127
Ballistic: Ecks vs. Sever,R,19924033,2002-09-20 00:00:00,91,70000000,14307963
Bananas,GP,N/A,1971-04-28 00:00:00,82,2000000,N/A
Bandits,PG-13,67631903,2001-10-12 00:00:00,123,75000000,41575141
The Banger Sisters,R,38068353,2002-09-20 00:00:00,94,10000000,30307416
Bangkok Dangerous,R,42487390,2008-09-05 00:00:00,100,45000000,15298133
Barney's Version (U.S. only),R,8455457,2011-01-14 00:00:00,132,30000000,4439201
Barnyard: The Original Party Animals,PG,116476887,2006-08-04 00:00:00,83,51000000,72637803
Basic Instinct,R,352927224,1992-03-20 00:00:00,123,49000000,117727224
Batman,PG-13,411348924,1989-06-23 00:00:00,126,35000000,251188924
Batman and Robin,PG-13,238207122,1997-06-20 00:00:00,125,125000000,107325195
Batman Begins,PG-13,374218673,2005-06-15 00:00:00,140,150000000,205343774
Batman Forever,PG-13,336529144,1995-06-16 00:00:00,122,100000000,184031112
Batman Returns,PG-13,266822354,1992-06-19 00:00:00,126,80000000,162831698
Batman v Superman: Dawn of Justice,PG-13,829980143,2016-03-25 00:00:00,151,250000000,311980143
Bats,PG-13,N/A,1999-10-22 00:00:00,91,5250000,10155690
Battle Beyond the Stars,PG,N/A,1980-04-19 00:00:00,104,2000000,N/A
Battle of the Year,PG-13,16549477,2013-09-20 00:00:00,109,20000000,8888355
Battle: Los Angeles,PG-13,211819354,2011-03-11 00:00:00,116,70000000,83552429
Battlefield Earth,PG-13,29725663,2000-05-12 00:00:00,117,73000000,21471685
Battleship,PG-13,303025485,2012-05-18 00:00:00,131,209000000,65422625
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
Be Cool,PG-13,95226116,2005-03-04 00:00:00,104,53000000,56046979
The Beach,R,144056873,2000-02-11 00:00:00,119,50000000,39785027
Bean,PG-13,251212670,1997-10-17 00:00:00,90,18000000,45319423
Beastly,PG-13,43165571,2011-03-04 00:00:00,95,17000000,27865571
Beautiful Creatures (2013),PG-13,60052138,2013-02-14 00:00:00,132,60000000,19452138
A Beautiful Mind,PG-13,313542341,2001-12-21 00:00:00,136,58000000,170742341
Beauty and the Beast,G,424967620,1991-11-15 00:00:00,84,25000000,145863363
The Beaver,PG-13,6370816,2011-05-06 00:00:00,91,21000000,970816
Beavis and Butt-Head Do America,PG-13,N/A,1996-12-20 00:00:00,80,12000000,63118386
Because of Winn-Dixie,PG,33589427,2005-02-18 00:00:00,106,14000000,32647042
Bedazzled (2000),PG-13,90383208,2000-10-20 00:00:00,93,48000000,37886980
Bedtime Stories,PG,212874442,2008-12-25 00:00:00,95,80000000,110101975
Bee Movie,PG,287594577,2007-11-02 00:00:00,90,150000000,126631277
Bee Season,PG-13,6856989,2005-11-11 00:00:00,105,14000000,1180560
Before Sunrise,R,N/A,1995-01-27 00:00:00,101,2500000,5535405
Before Sunset,R,15992615,2004-07-02 00:00:00,80,2700000,5820649
Beginners,R,14311701,2011-06-03 00:00:00,104,3200000,5790894
Behind Enemy Lines,PG-13,91753202,2001-11-30 00:00:00,108,40000000,58856790
Being Human,PG-13,N/A,1994-05-06 00:00:00,122,40000000,1519366
Being John Malkovich,R,22863596,1999-10-29 00:00:00,113,13000000,22863596
Believe,PG,6206566,2013-12-25 00:00:00,91,5000000,6206566
The Believer,R,416925,2002-05-17 00:00:00,100,1500000,416925
Bella,PG-13,12083296,2007-10-26 00:00:00,91,3300000,8070537
Beloved,R,N/A,1998-10-16 00:00:00,172,80000000,22852487
Ben-Hur,G,N/A,1959-11-18 00:00:00,212,15000000,74000000
Ben-Hur (1925),Unrated,N/A,1925-12-30 00:00:00,143,3950000,N/A
The Benchwarmers,PG-13,64957291,2006-04-07 00:00:00,90,33000000,59843754
Beowulf,PG-13,196393745,2007-11-16 00:00:00,113,150000000,82280579
The Best Exotic Marigold Hotel,PG-13,136836156,2012-05-04 00:00:00,118,10000000,46412041
Best in Show,PG-13,20789556,2000-09-29 00:00:00,90,10000000,18715392
Best Laid Plans,R,N/A,1999-09-10 00:00:00,92,7000000,27816
The Best Man,R,34573780,1999-10-22 00:00:00,121,9000000,34102780
The Best Man Holiday,R,72835710,2013-11-15 00:00:00,122,17000000,70525195
The Best of Me,PG-13,35926213,2014-10-17 00:00:00,117,26000000,26766213
A Better Life,PG-13,1759252,2011-06-24 00:00:00,97,10000000,1759252
Better Luck Tomorrow,R,3809226,2003-04-11 00:00:00,98,250000,3802390
Beverly Hills Cop III,R,119208989,1994-05-25 00:00:00,105,50000000,42614912
Bewitched,PG-13,131426169,2005-06-24 00:00:00,90,85000000,63313159
Beyond Borders,R,11705002,2003-10-24 00:00:00,127,35000000,4430101
Beyond the Lights,PG-13,N/A,2014-11-14 00:00:00,116,7000000,14618727
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
Bicentennial Man,PG,87423861,1999-12-17 00:00:00,131,100000000,58223861
Big Daddy,PG-13,234801895,1999-06-25 00:00:00,93,34200000,163479795
Big Fat Liar,PG,52970014,2002-02-08 00:00:00,87,15000000,48360547
Big Fish,PG-13,122919055,2003-12-10 00:00:00,125,70000000,66809693
Big Hero 6,PG,657818612,2014-11-07 00:00:00,108,165000000,222527828
The Big Kahuna,R,3728888,2000-04-28 00:00:00,90,7000000,3165544
Big Miracle,PG,24719215,2012-02-03 00:00:00,123,40000000,20157300
Big Momma's House,PG-13,173959438,2000-06-02 00:00:00,98,30000000,117559438
Big Momma's House 2,PG-13,138259062,2006-01-27 00:00:00,99,40000000,70165972
"Big Mommas: Like Father, Like Son",PG-13,82686066,2011-02-18 00:00:00,107,32000000,37915414
The Big Short,R,132950761,2015-12-11 00:00:00,130,28000000,70259870
Big Trouble,PG-13,8493890,2002-04-05 00:00:00,85,40000000,7267307
The Big Wedding,R,46519348,2013-04-26 00:00:00,89,35000000,21819348
The Big,R,367241,N/A,100,14000000,N/A
The Big Year,PG,7448385,2011-10-14 00:00:00,100,41000000,7204138
Bigger Than the Sky,PG-13,N/A,2005-02-18 00:00:00,106,750000,21398
Biker Boyz,PG-13,23510601,2003-01-31 00:00:00,111,24000000,22076772
Billy Bathgate,R,N/A,1991-11-01 00:00:00,107,48000000,15565363
Billy Elliot,R,109280263,2000-10-13 00:00:00,90,5000000,21995263
Billy Madison,PG-13,26488734,1995-02-10 00:00:00,88,10000000,25588734
Birdman,R,103215094,2014-10-17 00:00:00,119,18000000,42340598
Birth,R,23925492,2004-10-29 00:00:00,100,20000000,5095038
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
Black and White,R,5541431,2000-04-07 00:00:00,99,12000000,5277299
Black Book,R,26768563,2007-04-04 00:00:00,145,21000000,4398532
The Black Dahlia,R,49332692,2006-09-15 00:00:00,119,50000000,22545080
Black Hawk Down,R,172989651,2001-12-28 00:00:00,144,92000000,108638745
Black Knight,PG-13,39976235,2001-11-21 00:00:00,95,50000000,33426971
Black Mass,R,99775678,2015-09-18 00:00:00,122,53000000,62575678
Black Nativity,PG,7454185,2013-11-27 00:00:00,92,17500000,7018189
Black or White,PG-13,21571189,2015-01-30 00:00:00,121,9000000,21571189
Black Snake Moan,R,10903846,2007-03-02 00:00:00,116,15000000,9396870
Black Swan,R,329398046,2010-12-03 00:00:00,103,13000000,106954678
Blackhat,R,19652057,2015-01-16 00:00:00,135,70000000,8005980
Blade II,R,155010032,2002-03-22 00:00:00,117,54000000,82348319
Blade: Trinity,R,128905366,2004-12-08 00:00:00,114,65000000,52411906
Blades of Glory,PG-13,145708642,2007-03-30 00:00:00,93,61000000,118594548
The Blair Witch Project,R,248639099,1999-07-16 00:00:00,86,60000,140539099
Blast from the Past,PG-13,40263020,1999-02-12 00:00:00,111,35000000,26511114
Blended,PG-13,128034610,2014-05-23 00:00:00,117,40000000,46294610
Bless the Child,R,40443010,2000-08-11 00:00:00,107,65000000,29381494
The Blind Side,PG-13,309208309,2009-11-20 00:00:00,126,29000000,255959475
Blindness,R,19844979,2008-10-03 00:00:00,118,25000000,3351751
Blood Diamond,R,171407179,2006-12-08 00:00:00,138,100000000,57377916
Blood Done Sign My Name,PG-13,N/A,2010-02-19 00:00:00,128,10000000,109383
Blood Ties,Unrated,2760,2011-02-11 00:00:00,93,20000,2760
Blood Work,R,31794718,2002-08-09 00:00:00,110,50000000,26235081
BloodRayne,R,3650275,2006-01-06 00:00:00,94,25000000,2405420
Blow,R,83282296,2001-04-06 00:00:00,124,53000000,52990775
Blue Crush,PG-13,51843679,2002-08-16 00:00:00,104,25000000,40390647
Blue Streak,PG-13,117758500,1999-09-17 00:00:00,94,65000000,68518533
Blue Valentine,R,12355734,2010-12-29 00:00:00,112,1000000,9706328
Blue Velvet,R,N/A,1986-09-19 00:00:00,120,6000000,8551228
The Jungle Book (2016),PG,314184975,2016-04-15 00:00:00,105,175000000,110284975
Boat Trip,R,15020293,2003-03-21 00:00:00,95,20000000,8600126
Bobby Jones: Stroke of Genius,PG,2707913,2004-04-30 00:00:00,120,20000000,2694071
Body of Evidence,R,N/A,1993-01-15 00:00:00,99,30000000,13273595
Body of Lies,R,115097286,2008-10-10 00:00:00,128,70000000,39394666
Boiler Room,R,28780255,2000-02-18 00:00:00,120,7000000,16970581
Bolt,PG,309979994,2008-11-21 00:00:00,96,150000000,114053579
The Bone Collector,R,151493655,1999-11-05 00:00:00,118,73000000,66518655
Bones,R,8378853,2001-10-26 00:00:00,92,16000000,7316658
The Bonfire of the Vanities,R,N/A,1990-12-22 00:00:00,126,47000000,15691192
Boogeyman,PG-13,67192859,2005-02-04 00:00:00,86,20000000,46752382
Boogie Nights,R,43101594,1997-10-10 00:00:00,152,15000000,26400640
The Book of Eli,R,157107755,2010-01-15 00:00:00,118,80000000,94835059
The Book of Life (2014),PG,99783556,2014-10-17 00:00:00,95,50000000,50151543
